symbol,SJ_M9,SJ_M10,SJ_M7,SJ_M8
Gm14620,0.0,0.0,0.0,0.0
Gm14621,0.0,0.0,0.0,0.0
Gm14622,0.0,0.0,0.0,0.0
Gm14623,0.0,0.0,0.0,0.0
Gm14624,0.0,0.0,0.0,0.0
Gm14625,0.0,0.0,0.0,0.0
Gm14626,0.0,0.0,0.0,0.0
Gm14627,0.0,0.0,0.0,0.0
Gm14628,0.0,0.0,0.0,0.0
Gm14629,0.0,0.0,0.0,0.0
Gm14630,0.0,0.0,0.0,0.0
Gm14631,0.0,0.0,0.0,0.0
Gm14632,0.0,0.0,0.0,0.0
Gm14633,0.609574,0.0,0.0,0.0
Gm14634,0.039357,0.167606,0.493468,0.872787
Gm14635,0.0,0.0,0.0,0.0
Gm14636,0.189127,0.0,0.039542,0.061345
Gm14637,0.401565,0.0,0.0,1.20972
Gm14638,0.0,0.0,0.0,0.0
Gm14639,0.0,0.064104,0.103437,0.112245
Gm14640,0.0,0.0,0.0,0.0
Gm14641,0.0,0.0,0.0,0.0
Gm14642,0.0,0.0,0.0,0.0
Gm14643,0.0,0.0,0.0,0.0
Gm14644,0.0,0.0,0.0,0.0
Gm14645,0.0,0.0,0.0,0.0
Gm14647,0.0,0.0,0.0,0.0
Gm14648,7.314585,13.05465,0.797567,9.009657
Gm14649,0.0,0.0,0.0,0.0
Gm14650,0.0,0.0,0.0,0.0
Gm14651,0.0,0.0,0.0,0.0
Gm14652,0.0,0.0,0.0,0.0
Gm14653,0.0,0.0,0.0,0.0
Gm14654,2.412512,1.050443,7.774639,15.266214
Gm14655,0.0,0.0,0.0,0.0
Gm14656,0.0,0.0,0.0,0.0
Gm14657,0.0,0.0,0.0,0.0
Gm14659,0.0,0.0,0.0,0.0
Gm14660,0.0,0.0,0.0,0.0
Gm14661,0.0,0.0,0.0,0.0
Gm14662,0.0,0.0,0.0,0.0
Gm14663,0.0,0.0,0.0,0.0
Gm14664,0.0,0.0,0.0,0.0
Gm14665,0.0,0.0,0.0,0.0
Gm14666,0.0,0.0,0.0,0.0
Gm14667,0.0,0.0,0.0,0.0
Gm14668,0.0,0.0,0.0,0.0
Gm14669,0.0,0.0,0.0,0.0
Gm14670,0.0,0.0,0.0,0.0
Gm14671,0.0,0.0,0.0,0.0
Gm14673,0.0,0.0,0.0,0.0
Gm14674,0.0,0.0,0.0,0.0
Gm14676,0.0,0.0,0.0,0.0
Gm14677,0.0,0.0,0.0,0.0
Gm14678,0.0,0.0,0.0,0.0
Gm14679,0.0,0.0,0.0,0.0
Gm14681,0.0,1.301621,0.86788,0.37922
Gm14682,0.0,0.0,0.0,0.0
Gm14684,0.0,0.0,0.0,0.0
Gm14685,0.0,0.0,0.0,0.0
Gm14686,0.0,4.238879,0.0,5.29462
Gm14687,0.0,0.0,0.0,0.0
Gm14688,0.0,0.0,0.0,0.0
Gm14692,0.0,0.0,0.0,0.0
Gm14694,0.0,0.0,0.0,0.0
Gm14695,0.0,0.0,0.0,0.0
Gm14696,0.0,0.0,0.0,0.0
Gm14697,0.0,0.0,0.0,0.0
Gm14698,1.282798,1.723735,2.502217,1.322545
Gm14699,0.0,0.0,0.0,0.0
Gm14701,0.0,0.0,0.0,0.0
Gm14703,0.145533,0.351924,0.970449,1.713151
Gm14704,0.0,0.0,0.0,0.0
Gm14705,0.0,0.0,0.0,0.0
Gm14706,0.0,0.0,0.0,0.0
Gm14707,0.0,0.469283,0.730626,0.0
Gm14709,0.0,0.0,0.0,0.0
Gm14710,0.0,0.0,0.0,0.0
Gm14711,0.0,0.0,0.0,0.0
Gm14712,0.0,0.0,0.0,0.0
Gm14713,0.0,0.0,0.0,0.0
Gm14714,0.0,0.0,0.0,0.0
Gm14715,0.0,0.0,0.0,0.0
Gm14716,0.0,0.0,0.0,0.0
Gm14717,0.0,0.0,0.0,0.0
Gm14718,0.0,0.0,0.0,0.0
Gm14719,0.0,0.0,0.0,0.0
Gm14721,0.0,0.0,0.0,0.0
Gm14722,0.0,0.0,0.0,0.0
Gm14723,0.0,0.0,0.0,0.0
Gm14724,0.0,0.0,0.0,0.0
Gm14725,0.0,0.0,0.0,0.0
Gm14726,0.0,0.0,0.0,0.0
Gm14727,0.0,0.0,0.0,0.0
Gm14728,0.0,0.0,0.0,0.0
Gm14729,0.0,0.0,0.0,0.0
Gm14730,0.65594,0.216347,0.411258,0.254243
Gm14731,0.0,0.0,0.0,0.0
Gm14732,0.0,0.0,0.0,0.0
Gm14733,0.0,0.0,0.0,0.0
Gm14735,0.490468,0.828014,1.565544,2.142072
Gm14736,0.0,0.0,0.0,0.0
Gm14739,0.0,0.0,0.0,0.0
Gm14740,0.0,0.0,0.0,0.0
Gm14741,0.0,0.0,0.0,0.0
Gm14742,0.0,0.0,0.0,0.0
Gm14743,0.0,0.0,0.0,0.0
Gm14744,0.0,0.0,0.0,0.0
Gm14745,0.0,0.0,0.0,0.0
Gm14746,0.0,0.0,0.0,0.0
Gm14747,0.0,0.0,0.0,0.0
Gm14748,0.0,0.0,0.0,0.0
Gm14749,0.0,0.0,0.0,0.0
Gm14750,0.0,0.0,0.0,0.0
Gm14751,0.0,0.0,0.0,0.0
Gm14752,0.0,0.0,0.0,0.0
Gm14753,0.0,0.0,0.0,0.0
Gm14754,0.0,0.0,0.0,0.0
Gm14755,0.0,0.0,0.0,0.0
Gm14756,0.0,0.0,0.0,0.0
Gm14758,0.0,0.0,0.0,0.0
Gm14760,0.763145,0.0,0.851574,0.0
Gm14761,0.0,0.0,0.0,0.0
Gm14762,0.075638,0.0,0.072044,0.0
Gm14764,0.0,0.0,0.0,0.0
Gm14765,0.0,0.0,0.0,0.0
Gm14766,0.0,0.0,0.441318,0.468682
Gm14767,0.0,0.0,0.0,0.0
Gm14768,0.0,0.0,0.0,0.0
Gm14769,0.0,0.0,0.0,0.0
Gm14770,0.0,0.0,0.0,0.0
Gm14771,0.0,0.0,0.0,0.0
Gm14772,0.0,0.0,0.0,0.0
Gm14773,0.0,0.0,0.0,0.0
Gm14774,0.0,0.0,0.0,0.0
Gm14775,0.0,0.0,0.0,0.0
Gm14776,0.0,0.0,0.0,0.0
Gm14777,0.0,0.0,0.0,0.0
Gm14780,0.0,0.037694,0.029312,0.128267
Gm14781,0.0,0.0,0.0,0.0
Gm14782,0.0,0.0,0.0,0.0
Gm14783,0.0,0.0,0.0,0.0
Gm14784,0.0,0.0,0.0,0.0
Gm14785,0.0,0.0,0.0,0.0
Gm14786,0.0,0.0,0.0,0.0
Gm14787,0.0,0.0,0.0,0.0
Gm14788,0.610054,0.0,0.41883,0.0
Gm14790,0.0,0.0,0.0,0.0
Gm14791,0.0,0.0,0.0,0.0
Gm14792,0.0,0.0,0.0,0.0
Gm14793,0.0,0.0,0.0,0.0
Gm14794,0.0,0.0,0.0,0.0
Gm14795,0.0,0.0,0.0,0.0
Gm14796,0.0,0.0,0.0,0.0
Gm14797,0.0,0.0,0.0,0.0
Gm14798,0.367062,0.0,0.442383,0.42815
Gm14799,0.0,0.0,0.0,0.0
Gm14800,0.0,0.0,0.0,0.0
Gm14802,0.0,0.0,0.0,0.0
Gm14803,0.0,0.0,0.0,0.0
Gm14804,0.0,0.0,0.272609,0.0
Gm14805,0.0,0.0,0.0,0.0
Gm14806,0.0,0.0,0.0,0.0
Gm14807,0.0,0.0,0.0,0.0
Gm14808,0.0,0.0,0.0,0.0
Gm14809,0.0,0.0,0.79203,1.28287
Gm14810,0.0,1.381307,0.0,0.0
Gm14811,0.0,0.0,0.0,0.0
Gm14812,0.10499,0.05905,0.559821,0.752527
Gm14813,0.0,0.0,0.342356,0.0
Gm14815,0.0,0.0,0.0,0.0
Gm14816,0.0,0.0,0.0,0.0
Gm14817,0.0,0.0,1.77662,1.85274
Gm14819,0.0,0.0,0.0,0.0
Gm14820,0.0,0.0,0.0,0.154361
Gm14821,0.0,0.0,0.0,0.0
Gm14822,6.705437,0.0,6.701441,0.0
Gm14823,0.0,0.0,0.0,0.0
Gm14824,0.0,0.0,0.16882,0.0
Gm14825,0.0,0.0,0.0,0.0
Gm14826,0.0,0.0,0.0,0.0
Gm14827,0.017855,0.207893,0.291802,0.391374
Gm14828,0.0,0.0,0.0,0.0
Gm14829,0.0,0.0,0.0,0.0
Gm14830,0.0,0.0,0.132901,0.286031
Gm14831,0.0,0.0,0.0,0.0
Gm14832,0.0,0.0,0.0,0.0
Gm14833,0.0,0.0,0.0,0.0
Gm14834,0.097054,0.0,0.128559,0.0
Gm14835,0.0,0.0,0.0,0.0
Gm14836,0.0,0.0,0.0,0.0
Gm14837,0.0,0.0,0.0,0.0
Gm14838,0.0,0.0,0.0,0.0
Gm14839,0.0,0.0,0.0,0.0
Gm14840,0.0,0.0,0.0,0.0
Gm14841,0.0,0.0,0.0,0.0
Gm14842,0.0,0.0,0.0,0.0
Gm14843,0.0,0.0,0.0,0.0
Gm14845,0.0,0.0,0.0,0.0
Gm14846,0.0,0.0,0.0,0.0
Gm14847,0.0,0.0,0.0,0.0
Gm14848,0.0,0.0,0.0,0.0
Gm14849,0.0,0.142386,0.153337,0.260112
Gm14851,0.0,0.0,0.0,0.0
Gm14852,0.0,0.0,0.0,0.0
Gm14853,0.0,0.0,0.831,1.590978
Gm14854,0.0,0.0,0.0,0.0
Gm14855,0.0,0.0,0.0,0.0
Gm14856,0.0,0.0,0.0,0.0
Gm14857,0.0,0.0,0.071924,0.0
Gm14858,0.0,0.0,0.0,0.0
Gm14859,0.0,0.0,0.0,0.0
Gm14860,0.0,0.0,0.0,0.0
Gm14861,0.0,0.0,0.0,0.0
Gm14862,0.0,0.0,0.0,0.0
Gm14863,0.0,0.0,0.0,0.0
Gm14864,0.0,0.0,0.0,0.0
Gm14865,0.0,0.0,0.0,0.0
Gm14866,0.0,0.0,0.0,0.0
Gm14867,0.0,0.0,0.0,0.0
Gm14868,0.0,0.0,0.0,0.0
Gm14869,0.0,0.0,0.096733,0.0
Gm14870,0.0,0.0,0.0,0.0
Gm14871,0.0,0.0,0.0,0.0
Gm14874,0.0,0.0,0.0,0.0
Gm14875,0.0,0.0,0.0,0.0
Gm14876,0.0,0.0,0.0,0.0
Gm14877,0.0,0.0,0.0,0.0
Gm14878,0.0,0.0,0.0,0.0
Gm14879,0.0,0.0,0.0,0.0
Gm14880,0.0,0.0,0.0,0.0
Gm14881,0.0,0.0,0.0,0.0
Gm14882,0.0,0.0,0.0,0.0
Gm14883,0.0,0.0,0.0,0.0
Gm14884,0.0,0.0,0.0,0.0
Gm14885,0.0,0.0,0.0,0.0
Gm14886,0.0,0.0,0.0,0.0
Gm14887,0.0,0.0,0.0,0.0
Gm14890,0.0,0.0,0.0,0.0
Gm14891,0.0,0.0,0.0,0.0
Gm14892,0.0,0.0,0.0,0.0
Gm14893,0.0,0.0,0.0,0.0
Gm14894,0.0,0.0,0.0,0.0
Gm14895,0.0,0.0,0.0,0.0
Gm14896,0.0,0.0,0.0,0.0
Gm14897,0.0,0.0,0.0,0.0
Gm14898,0.0,0.0,0.0,0.0
Gm14899,0.0,0.0,0.0,0.0
Gm14900,0.0,0.0,0.0,0.0
Gm14901,0.0,0.0,0.0,0.0
Gm14902,0.0,0.0,0.0,0.0
Gm14903,0.0,0.0,0.0,0.0
Gm14904,0.0,0.0,0.0,0.0
Gm14905,0.0,0.0,0.0,0.0
Gm14906,0.0,0.0,0.0,0.0
Gm14907,0.0,0.0,0.0,0.0
Gm14908,0.0,0.0,0.0,0.0
Gm14909,0.0,0.0,0.0,0.0
Gm14910,0.0,0.0,0.0,0.0
Gm14911,0.0,0.0,0.0,0.0
Gm14912,0.0,0.0,0.0,0.0
Gm14913,0.0,0.0,0.0,0.0
Gm14914,0.111775,0.486364,0.0,0.082272
Gm14915,0.0,0.0,0.0,0.0
Gm14916,0.0,0.0,0.0,0.0
Gm14917,0.0,0.0,0.0,0.0
Gm14918,0.0,0.0,0.0,0.0
Gm14919,0.0,0.0,0.0,0.0
Gm14921,0.0,0.0,0.0,0.0
Gm14922,0.0,0.0,0.0,0.0
Gm14923,0.0,0.0,0.0,0.0
Gm14925,0.0,0.0,0.0,0.0
Gm14926,0.0,0.0,0.0,0.0
Gm14927,0.0,0.0,0.0,0.0
Gm14928,0.0,0.0,0.0,0.0
Gm14929,0.0,0.0,0.0,0.0
Gm14930,0.0,0.0,0.0,0.0
Gm14931,0.0,0.0,0.0,0.0
Gm14932,0.0,0.0,0.0,0.0
Gm14933,0.0,0.0,0.0,0.0
Gm14935,0.0,0.0,0.0,0.0
Gm14936,0.0,0.0,0.0,0.0
Gm14937,0.0,0.0,0.0,0.0
Gm14938,0.0,0.0,0.0,0.0
Gm14939,0.0,0.0,0.0,0.0
Gm14940,0.0,0.0,0.0,0.0
Gm14942,0.0,0.0,0.0,0.0
Gm14943,0.0,0.0,0.0,0.0
Gm14945,0.0,0.0,0.0,0.0
Gm14946,0.0,0.0,0.0,0.0
Gm14947,0.0,0.0,0.0,0.0
Gm14950,0.0,0.0,0.0,0.0
Gm14951,0.237318,0.0,0.600515,2.360929
Gm14957,0.0,0.0,0.0,0.0
Gm14963,0.348999,0.662866,0.859958,0.850179
Gm14964,0.0,0.0,0.0,0.379413
Gm14965,0.0,0.0,0.40744,0.0
Gm14966,0.7117870000000001,0.797913,1.961832,1.520785
Gm14967,0.0,0.0,0.0,0.0
Gm14968,0.0,0.0,0.264381,0.0
Gm14970,0.0,0.0,0.0,0.0
Gm14971,0.0,0.0,0.0,0.0
Gm14972,0.0,0.0,0.0,0.0
Gm14973,0.0,0.0,0.0,0.0
Gm14974,0.0,0.0,0.0,0.0
Gm14975,0.0,0.0,0.0,0.0
Gm14976,0.0,0.0,0.0,0.0
Gm14977,0.0,0.0,0.0,0.0
Gm14978,0.0,0.0,0.0,0.0
Gm14979,0.0,0.0,0.0,0.0
Gm14980,0.0,0.0,0.0,0.0
Gm14981,0.0,0.0,0.0,0.0
Gm14982,0.0,0.0,0.0,0.0
Gm14983,0.0,0.0,0.0,0.0
Gm14984,0.0,0.0,0.0,0.0
Gm14985,0.0,0.0,0.0,0.0
Gm14986,0.0,0.0,0.0,0.0
Gm14987,0.0,0.0,0.0,0.0
Gm14988,0.0,0.0,0.0,0.0
Gm14989,0.0,0.0,0.0,0.0
Gm14990,0.0,0.0,0.0,0.0
Gm14991,0.0,0.0,0.0,0.0
Gm14992,0.0,0.0,0.0,0.0
Gm14993,0.0,0.0,0.0,0.0
Gm14994,0.0,0.0,0.0,0.0
Gm14995,0.0,0.0,0.0,0.0
Gm14996,0.0,0.0,0.0,0.0
Gm14997,0.0,0.0,0.0,0.0
Gm14998,0.0,0.0,0.0,0.0
Gm14999,0.0,0.0,0.0,0.0
Gm15000,0.0,0.0,0.0,0.0
Gm15001,0.0,0.0,0.0,0.0
Gm15002,0.0,0.0,0.0,0.0
Gm15003,0.0,0.0,0.0,0.0
Gm15004,0.0,0.0,0.0,0.0
Gm15005,0.0,0.0,0.0,0.0
Gm15006,0.0,0.0,0.0,0.0
Gm15007,0.0,0.0,0.0,0.0
Gm15008,0.0,0.0,0.0,0.0
Gm15009,0.0,0.0,4.260246,0.0
Gm15010,0.0,0.0,0.0,0.0
Gm15011,0.0,0.0,0.0,0.0
Gm15012,0.0,0.0,0.0,0.0
Gm15013,0.0,0.0,0.0,0.0
Gm15014,0.0,0.0,0.0,0.0
Gm15015,0.0,0.0,0.0,0.0
Gm15016,0.0,0.0,0.777294,0.329348
Gm15017,0.0,0.0,0.0,0.0
Gm15018,0.0,0.0,0.0,0.0
Gm15019,0.0,0.0,0.0,0.0
Gm15020,0.0,0.0,0.0,0.0
Gm15021,0.0,0.0,0.0,0.0
Gm15022,0.0,0.0,0.0,0.0
Gm15023,0.0,0.0,0.0,0.0
Gm15025,0.0,0.0,0.0,0.0
Gm15026,0.0,0.0,0.0,0.0
Gm15027,0.0,0.0,0.0,0.0
Gm15028,0.0,0.0,0.0,0.0
Gm15029,0.0,0.0,0.0,0.0
Gm15030,0.0,0.0,0.0,0.0
Gm15031,0.0,0.0,0.0,0.0
Gm15032,0.0,0.0,0.0,0.0
Gm15033,0.0,0.0,0.0,0.0
Gm15034,0.0,0.0,0.0,0.0
Gm15036,0.0,0.0,0.0,0.0
Gm15037,0.0,0.0,0.0,0.0
Gm15038,0.0,0.0,0.0,0.0
Gm15039,0.0,0.0,0.0,0.0
Gm15040,0.0,0.0,0.0,0.0
Gm15041,0.0,0.0,0.0,0.0
Gm15042,0.0,0.0,0.0,0.0
Gm15043,0.0,0.0,0.0,0.0
Gm15044,0.0,0.0,0.0,0.0
Gm15045,0.0,0.0,0.0,0.0
Gm15046,0.0,0.0,0.0,0.0
Gm15047,0.0,0.0,0.0,0.0
Gm15048,0.0,0.0,0.0,0.0
Gm15049,0.0,0.0,0.0,0.0
Gm15050,0.303765,0.0,0.581654,0.0
Gm15054,0.0,0.0,0.0,0.0
Gm15056,0.0,0.0,0.0,0.0
Gm15057,0.0,0.0,0.0,0.0
Gm15058,0.0,0.0,0.0,0.0
Gm15060,0.0,0.0,0.0,0.0
Gm15061,0.0,0.0,0.0,0.0
Gm15062,0.0,0.0,0.0,0.0
Gm15063,0.0,0.490548,0.181886,1.67355
Gm15065,0.0,0.0,0.0,0.0
Gm15066,0.066819,0.0,0.028773,0.098544
Gm15067,0.0,0.0,0.0,0.0
Gm15068,0.0,0.0,0.0,0.0
Gm15069,0.0,0.0,0.0,0.0
Gm15071,0.0,0.0,0.0,0.0
Gm15073,0.0,0.0,0.0,0.0
Gm15074,0.0,0.0,0.0,0.0
Gm15075,0.0,0.0,0.0,0.0
Gm15076,0.0,0.0,0.0,0.0
Gm15077,0.0,0.0,0.0,0.0
Gm15078,0.0,0.0,0.0,0.0
Gm15079,0.0,0.0,0.0,0.0
Gm15080,0.0,0.0,0.0,0.0
Gm15081,0.0,0.0,0.0,0.0
Gm15082,0.0,0.0,0.0,0.0
Gm15083,0.0,0.0,0.0,0.0
Gm15084,0.0,0.0,0.0,0.0
Gm15085,0.196624,0.360609,1.147705,0.683494
Gm15086,0.0,0.0,0.0,0.0
Gm15087,0.0,0.0,0.0,0.0
Gm15088,0.0,0.0,0.0,0.0
Gm15089,0.0,0.0,0.0,0.0
Gm15090,0.0,0.0,0.0,0.0
Gm15091,0.0,0.297185,0.176521,0.130847
Gm15092,0.0,0.0,0.0,0.0
Gm15093,0.0,0.0,0.0,0.0
Gm15094,0.0,0.0,0.0,0.0
Gm15095,0.0,0.0,0.0,0.0
Gm15096,0.0,0.0,0.0,0.0
Gm15097,1.843741,2.044355,3.967686,2.42779
Gm15098,0.0,0.0,0.0,0.0
Gm15099,0.0,0.0,0.0,0.0
Gm15100,0.0,0.0,0.0,0.0
Gm15101,0.0,0.0,0.0,0.0
Gm15102,0.0,0.0,0.0,0.0
Gm15103,0.0,0.0,0.0,0.0
Gm15104,0.0,0.0,0.0,0.0
Gm15105,0.0,0.0,0.0,0.0
Gm15106,0.0,0.0,0.0,0.0
Gm15107,0.0,0.0,0.0,0.0
Gm15108,0.0,0.0,0.0,0.0
Gm15109,0.0,0.0,0.0,0.0
Gm15110,0.0,0.0,0.0,0.0
Gm15111,0.0,0.0,0.0,0.0
Gm15112,0.0,0.0,0.0,0.0
Gm15113,0.0,0.0,0.0,0.0
Gm15114,0.0,0.0,0.0,0.0
Gm15115,0.0,0.0,0.0,0.0
Gm15116,0.0,0.0,0.0,0.0
Gm15120,0.0,0.0,0.0,0.0
Gm15122,2.744349,2.563696,12.878535,14.435743
Gm15123,0.0,0.0,0.0,0.0
Gm15124,0.0,0.0,0.0,0.0
Gm15125,0.0,0.0,0.0,0.0
Gm15126,0.0,0.0,0.0,0.0
Gm15127,0.0,0.0,0.0,0.0
Gm15128,0.0,0.0,0.0,0.0
Gm15129,0.0,0.0,0.0,0.0
Gm15130,0.0,0.0,0.0,0.0
Gm15131,0.0,0.0,0.0,0.0
Gm15132,0.0,0.0,0.150187,0.163458
Gm15133,0.609866,0.0,0.202972,0.8775700000000001
Gm15136,0.0,0.0,0.0,0.0
Gm15138,0.0,0.0,0.0,0.0
Gm15140,0.0,0.0,0.0,0.0
Gm15141,0.0,0.0,0.0,0.0
Gm15142,0.0,0.0,0.0,0.0
Gm15143,0.0,0.0,0.0,0.0
Gm15147,0.0,0.0,0.0,0.0
Gm15148,0.0,0.0,32.878172,0.0
Gm15149,0.0,0.0,0.0,0.0
Gm15151,0.0,0.0,0.0,0.0
Gm15152,0.0,0.0,0.0,0.801966
Gm15153,0.0,0.0,0.0,0.0
Gm15154,0.0,0.0,0.0,0.0
Gm15155,0.0,0.0,0.0,0.0
Gm15156,0.400801,0.0,0.0,0.0
Gm15157,0.0,0.0,0.146869,0.0
Gm15158,0.0,0.0,0.0,0.0
Gm15159,0.0,0.0,0.0,0.0
Gm15160,0.0,0.0,0.0,0.0
Gm15161,0.0,0.0,0.0,0.0
Gm15162,0.0,0.0,0.0,0.0
Gm15163,0.0,0.0,0.0,0.0
Gm15164,0.0,0.0,0.0,0.0
Gm15165,0.0,0.0,0.0,0.0
Gm15166,0.0,0.0,0.0,0.0
Gm15167,0.0,0.0,0.0,0.0
Gm15168,0.0,0.0,0.0,0.0
Gm15169,0.0,0.0,0.0,0.0
Gm15170,0.0,0.0,0.0,0.0
Gm15171,0.0,0.0,0.0,0.0
Gm15172,0.0,0.0,0.0,0.0
Gm15173,0.0,0.0,0.0,0.0
Gm15175,0.0,0.0,0.0,0.0
Gm15176,0.0,0.0,0.0,0.0
Gm15177,0.0,0.0,0.0,0.0
Gm15178,0.0,0.0,0.287337,0.604675
Gm15179,0.0,0.0,0.0,0.0
Gm15180,0.0,0.0,0.0,0.0
Gm15181,0.0,0.0,0.0,0.0
Gm15182,0.0,0.0,0.0,0.0
Gm15183,0.0,0.0,0.0,0.0
Gm15185,0.0,0.0,0.0,0.0
Gm15186,0.0,0.615093,0.734886,1.291886
Gm15187,0.0,0.0,0.0,0.0
Gm15188,0.0,0.0,0.0,0.0
Gm15189,0.0,0.0,0.0,0.0
Gm15190,0.708865,0.0,3.034908,0.0
Gm15191,0.198793,0.354119,0.317477,0.563539
Gm15192,0.0,0.0,0.0,0.0
Gm15193,0.0,0.0,0.0,0.0
Gm15194,0.0,0.0,0.0,0.0
Gm15195,0.0,0.0,0.0,0.0
Gm15196,0.0,0.0,0.0,0.0
Gm15197,0.0,0.658972,0.0,0.0
Gm15198,0.0,0.0,0.0,0.0
Gm15199,0.0,0.0,0.209213,0.0
Gm15200,0.0,0.0,0.0,0.0
Gm15201,0.0,0.0,0.0,0.0
Gm15202,0.0,0.0,0.0,0.0
Gm15203,0.0,0.0,0.0,0.0
Gm15204,0.0,0.0,0.0,0.0
Gm15205,0.0,0.0,0.0,0.0
Gm15206,0.0,0.0,0.0,0.0
Gm15207,0.0,0.0,0.0,0.0
Gm15208,0.0,0.0,0.0,0.0
Gm15209,0.0,0.0,0.0,0.0
Gm15211,0.0,0.0,0.0,0.0
Gm15212,0.0,0.0,0.0,0.0
Gm15213,0.0,0.0,0.0,0.0
Gm15214,0.0,0.0,0.0,0.0
Gm15215,0.0,0.0,0.0,0.0
Gm15216,0.0,0.0,0.0,0.0
Gm15217,0.0,0.0,0.0,0.0
Gm15218,0.0,0.0,0.0,0.0
Gm15220,0.0,0.0,0.0,0.0
Gm15221,0.0,0.0,0.0,0.0
Gm15222,0.0,0.0,0.0357,0.121842
Gm15223,0.154734,0.128223,0.213329,0.0
Gm15224,0.0,0.0,0.0,0.0
Gm15225,0.0,0.0,0.0,0.0
Gm15226,0.0,0.142727,0.055048,0.117841
Gm15227,0.0,0.0,0.0,0.0
Gm15228,0.035052,0.0,0.0,0.0
Gm15229,0.0,0.0,0.057375,0.0
Gm15230,0.0,0.0,0.0,0.0
Gm15231,0.0,0.0,0.0,0.0
Gm15232,0.417215,0.183484,0.0,0.0
Gm15233,0.0,0.0,0.0,0.0
Gm15234,0.124545,1.579833,0.834109,1.175723
Gm15235,0.0,0.0,0.0,0.0
Gm15236,0.0,0.0,0.0,0.0
Gm15237,0.0,0.0,0.0,0.0
Gm15238,0.0,0.0,0.0,0.0
Gm15239,0.0,0.0,0.0,0.0
Gm15240,0.0,0.0,0.0,0.0
Gm15241,0.0,0.0,0.0,0.0
Gm15242,0.0,0.0,0.0,0.0
Gm15243,0.0,0.0,0.0,0.0
Gm15244,0.0,0.0,0.0,0.0
Gm15245,0.0,0.0,0.0,0.0
Gm15246,1.375735,0.513681,1.590116,2.789911
Gm15247,1.386716,1.892739,5.640417,5.53416
Gm15251,0.0,0.0,0.0,0.0
Gm15252,0.0,0.0,0.0,0.0
Gm15254,0.0,0.0,0.0,0.0
Gm15256,0.0,0.0,0.0,0.0
Gm15257,0.0,0.0,0.0,0.0
Gm15258,0.0,0.0,0.0,0.0
Gm15259,0.0,0.0,0.0,0.0
Gm15260,0.0,0.0,0.0,0.0
Gm15261,0.0,0.0,0.0,0.0
Gm15262,0.0,0.0,0.0,0.0
Gm15263,0.0,0.0,0.0,0.0
Gm15264,0.0,0.0,0.0,0.0
Gm15265,0.891053,1.621832,7.687746,8.830186000000001
Gm15266,0.0,3.375228,0.0,0.0
Gm15267,0.179082,0.409045,0.32931,0.502399
Gm15268,0.0,0.0,0.0,0.0
Gm1527,0.0,0.0,0.0,0.0
Gm15270,0.090645,0.0,1.205195,0.0
Gm15271,0.0,0.0,0.0,0.03909
Gm15272,0.0,0.0,0.0,0.0
Gm15273,0.0,0.0,0.0,0.0
Gm15274,0.0,0.0,0.0,0.0
Gm15275,0.0,0.0,0.0,0.0
Gm15276,0.0,0.0,0.0,0.0
Gm15279,0.0,0.0,0.0,0.0
Gm15280,1.113225,2.205165,9.196643,10.101935
Gm15281,0.0,0.0,0.0,0.0
Gm15282,0.0,0.0,0.0,0.0
Gm15283,1.670204,0.383363,1.009289,0.47113
Gm15285,0.0,0.0,0.0,0.0
Gm15286,0.0,0.0,0.0,0.0
Gm15287,1.813888,4.210233,12.665431,13.850307
Gm15288,0.0,0.0,0.0,0.0
Gm15289,0.0,0.997227,1.565627,0.0
Gm15290,0.0,0.0,0.0,0.0
Gm15292,0.0,0.0,0.0,0.0
Gm15293,0.0,0.0,0.0,0.0
Gm15294,0.0,0.0,0.0,0.0
Gm15295,0.0,0.0,0.0,0.0
Gm15297,0.0,0.0,0.0,0.0
Gm15298,0.322574,0.489677,2.7851,2.707065
Gm15300,0.0,0.0,0.0,0.0
Gm15302,0.0,0.0,0.0,0.0
Gm15303,0.0,0.0,0.0,0.0
Gm15304,0.0,0.0,0.0,0.0
Gm15305,0.0,0.0,0.0,0.0
Gm15309,0.0,0.0,0.0,0.0
Gm15310,0.0,0.0,0.0,0.0
Gm15311,0.0,0.0,0.0,0.0
Gm15312,0.0,0.0,0.0,0.0
Gm15313,0.0,0.0,0.0,0.0
Gm15314,0.0,0.0,0.0,0.0
Gm15316,0.0,0.0,0.0,0.0
Gm15318,0.0,0.0,0.0,0.0
Gm15319,0.0,0.0,0.0,0.0
Gm15320,0.0,0.0,0.0,0.0
Gm15321,0.0,0.0,0.0,0.0
Gm15322,0.104803,0.0,0.0,0.0
Gm15323,0.0,0.0,0.0,0.0
Gm15324,0.0,0.0,0.0,0.0
Gm15325,0.0,0.0,0.0,0.0
Gm15326,0.074499,0.616361,0.101632,0.0
Gm15327,0.0,1.935793,0.0,0.0
Gm15328,0.0,0.0,0.0,0.0
Gm15329,0.0,0.0,0.0,0.0
Gm15331,0.0,0.0,0.0,0.0
Gm15332,0.0,0.0,0.0,0.0
Gm15333,0.0,0.0,0.0,0.0
Gm15334,0.0,0.0,0.0,0.0
Gm15335,0.0,0.0,0.0,0.0
Gm15336,0.0,0.0,0.0,0.0
Gm15337,0.11663,0.086368,0.218297,0.17217
