symbol,SJ_M9,SJ_M10,SJ_M7,SJ_M8
Eef2,63299,66052,62406,49031
Eef2k,896,740,897,919
Eef2kmt,425,324,610,564
Eefsec,491,486,476,327
Eepd1,292,165,51,44
Efcab1,18,27,101,130
Efcab10,0,0,0,0
Efcab11,74,47,31,33
Efcab12,44,39,94,63
Efcab14,1101,824,1330,985
Efcab2,78,22,27,51
Efcab3,0,0,0,0
Efcab5,8,22,153,21
Efcab6,3,0,0,0
Efcab7,95,34,256,116
Efcab8,0,0,17,27
Efcab9,0,0,3,1
Efcc1,1,9,0,0
Efemp1,3576,4272,7302,7816
Efemp2,1542,2112,3560,3292
Efhb,31,25,97,84
Efhc1,115,49,224,201
Efhc2,0,2,2,5
Efhd1,11,7,12,14
Efhd1os,3,0,0,0
Efhd2,11541,8094,2095,1387
Efl1,472,503,554,583
Efna1,341,374,913,714
Efna2,230,251,285,186
Efna3,80,94,219,183
Efna4,164,198,447,325
Efna5,113,278,97,107
Efnb1,1215,1328,2420,1861
Efnb2,493,530,2269,2105
Efnb3,22,12,65,61
Efr3a,1562,1410,1956,2006
Efr3b,23,32,61,86
Efs,676,719,1502,1341
Eftud2,1970,2532,1796,1267
Egf,9,19,89,94
Egfem1,0,0,0,0
Egfl6,1,9,4,4
Egfl7,232,321,485,442
Egfl8,12,17,55,48
Egflam,7,4,112,107
Egfr,99,113,1295,689
Egfros,3,4,1,1
Egln1,3548,2768,3688,3860
Egln2,1036,894,1201,995
Egln3,3250,2125,1393,1651
Egr1,11827,14058,22996,16188
Egr2,510,453,368,282
Egr3,192,236,705,580
Egr4,0,2,0,0
Ehbp1,273,297,684,626
Ehbp1l1,2188,1620,431,376
Ehd1,5170,3780,3342,2220
Ehd2,1835,2335,4754,3954
Ehd3,47,65,232,217
Ehd4,4819,2961,1924,1377
Ehf,93,52,22,0
Ehhadh,74,35,30,9
Ehmt1,1102,1240,1785,1904
Ehmt2,3235,3295,6265,6398
Ei24,1519,1238,1407,1209
Eid1,3301,2415,3560,3236
Eid2,43,58,41,35
Eid2b,88,126,104,102
Eid3,8,4,11,22
Eif1,7845,5062,5923,4671
Eif1-ps1,0,1,1,0
Eif1-ps2,0,0,0,0
Eif1-ps3,0,0,0,0
Eif1a,2533,2319,2885,2425
Eif1ad,911,855,779,596
Eif1ax,2565,2111,1735,1179
Eif1b,1218,864,644,513
Eif2a,2110,2283,2182,1648
Eif2ak1,1363,1278,1402,1080
Eif2ak2,858,1138,1944,1702
Eif2ak3,511,339,696,556
Eif2ak4,385,448,938,996
Eif2b1,726,713,917,814
Eif2b2,962,921,910,835
Eif2b3,341,346,475,344
Eif2b4,427,630,538,391
Eif2b5,1252,1201,1098,917
Eif2c5,12,17,14,13
Eif2d,617,674,1349,1046
Eif2s1,2724,2433,2370,1412
Eif2s2,4210,4001,3529,2614
Eif2s3x,4797,4761,3841,3043
Eif2s3x-ps1,0,0,0,0
Eif2s3y,640,590,140,155
Eif3a,9664,8447,9680,7734
Eif3b,6687,7100,5695,4448
Eif3c,5327,4424,4646,3422
Eif3d,3298,3568,3522,2656
Eif3e,4398,3567,3534,2676
Eif3f,6675,6226,6294,4706
Eif3g,2406,2416,2422,2006
Eif3h,8144,7538,7690,6065
Eif3i,3464,3836,3340,2532
Eif3j1,1738,1561,1624,1341
Eif3j2,1234,964,954,666
Eif3k,3580,3890,2796,2093
Eif3l,3575,3436,3795,3131
Eif3m,2409,2108,2337,1786
Eif3s6-ps1,0,0,0,0
Eif3s6-ps2,0,2,1,0
Eif3s6-ps4,0,1,0,2
Eif4a-ps4,495,1016,0,0
Eif4a1,18725,13385,15799,12807
Eif4a2,3656,3484,9115,9943
Eif4a3,3146,4714,4898,3553
Eif4b,13933,13974,16630,13671
Eif4e,4296,2984,4311,3704
Eif4e1b,0,0,0,0
Eif4e2,2241,1750,2521,2212
Eif4e3,573,317,109,60
Eif4ebp1,2588,1516,1660,1271
Eif4ebp2,2827,2655,2269,1938
Eif4ebp3,16,54,14,15
Eif4enif1,899,785,1682,1987
Eif4g1,7885,7262,10595,9144
Eif4g2,16763,15381,12963,11611
Eif4g3,1936,2215,1738,1527
Eif4h,8200,7270,7312,5755
Eif5,3807,2544,4230,3735
Eif5a,18739,15817,13909,10602
Eif5a2,330,303,429,370
Eif5al3-ps,0,0,0,0
Eif5b,9012,13925,5930,4078
Eif6,2008,2089,2491,2041
Eipr1,374,308,265,214
Elac1,276,167,373,398
Elac2,723,628,956,754
Elane,0,16,0,2
Elavl1,3056,2246,2363,1899
Elavl2,49,80,71,124
Elavl3,2,4,12,9
Elavl4,0,0,0,0
Eldr,36,34,76,65
Elf1,1106,763,1261,1115
Elf2,1628,1445,2127,1754
Elf3,8,38,3,9
Elf4,1652,1510,2272,1864
Elf5,7,0,6,6
Elfn1,0,5,2,9
Elfn2,10,13,56,15
Elk1,803,638,1262,1063
Elk3,1630,1145,1799,1370
Elk4,699,713,1032,942
Ell,1046,669,1433,1424
Ell2,564,407,274,258
Ell3,12,3,3,3
Elmo1,1004,844,294,235
Elmo2,1860,1400,1829,1933
Elmo3,11,17,83,68
Elmod1,0,0,2,0
Elmod2,499,377,930,843
Elmod3,267,160,389,265
Elmsan1,1265,1085,1796,1875
Eln,544,979,2397,2624
Eloa,2131,1636,1996,1589
Elob,3061,2334,2171,1606
Elobl,0,0,0,4
Eloc,1705,1109,955,756
Elof1,829,597,642,524
Elovl1,1353,971,1007,865
Elovl2,1,0,3,2
Elovl3,0,0,0,0
Elovl4,353,326,498,476
Elovl5,1732,1474,1665,1244
Elovl6,817,1302,1281,864
Elovl7,11,2,17,29
Elp2,2402,2270,2865,2420
Elp3,1185,1409,1482,1287
Elp4,247,159,283,289
Elp5,681,522,654,428
Elp6,218,149,230,160
Emb,3967,2963,1658,1615
Emc1,1186,1287,2791,2316
Emc10,2006,1920,2770,2547
Emc2,932,698,749,527
Emc3,1467,1195,1316,1203
Emc4,759,545,726,568
Emc6,848,702,443,355
Emc7,1364,911,1208,1003
Emc8,1338,1001,1148,985
Emc9,148,93,124,119
Emcn,94,112,238,187
Emd,1749,1208,1465,1276
Eme1,109,97,155,134
Eme2,157,202,605,448
Emg1,1418,1550,1379,1203
Emid1,22,27,101,103
Emilin1,5692,5517,12048,9859
Emilin2,8511,4138,771,539
Emilin3,7,7,1,3
Eml1,324,785,808,708
Eml2,537,350,1138,1130
Eml3,582,558,1182,1287
Eml4,1523,1408,2209,1805
Eml5,28,115,58,105
Eml6,140,76,282,141
Emp1,11613,6993,17301,15880
Emp2,427,477,1644,1636
Emp3,3021,2151,717,599
Emsy,1101,2049,1513,1459
Emx1,0,0,0,0
Emx2,423,403,1007,952
Emx2os,63,105,185,244
En1,0,0,3,0
En2,8,12,3,1
Enah,2257,2798,6808,5379
Enam,0,0,0,0
Enc1,482,624,1352,923
Endod1,590,479,484,339
Endog,183,212,156,122
Endou,0,5,9,4
Endov,398,481,1852,1605
Eng,806,528,882,787
Engase,282,535,400,318
Enho,146,125,143,86
Enkd1,231,238,494,523
Enkur,24,50,67,72
Eno1,46728,38943,40065,38861
Eno1b,5,6,2,4
Eno2,338,308,2612,3163
Eno3,163,168,187,156
Eno4,13,16,13,20
Enoph1,615,437,528,462
Enox1,32,50,128,92
Enox2,402,244,388,267
Enpep,48,6,34,24
Enpp1,461,164,93,61
Enpp2,141,83,195,91
Enpp3,33,85,74,87
Enpp4,408,356,540,425
Enpp5,374,458,1519,1388
Enpp6,176,125,436,521
Enpp7,0,0,0,0
Ensa,3348,2015,3842,3133
Enthd1,14,6,0,0
Entpd1,3320,2020,808,449
Entpd2,10,33,20,18
Entpd3,61,40,23,11
Entpd4,453,791,1838,2092
Entpd4b,481,407,1410,1525
Entpd5,442,761,519,433
Entpd6,433,597,785,571
Entpd7,419,281,441,398
Entpd8,0,0,1,0
Eny2,790,595,966,785
Eogt,282,199,333,389
Eomes,13,2,8,8
Ep300,1444,1442,2994,2252
Ep400,1795,1923,3038,2817
Epas1,343,312,1075,963
Epb41,1845,1361,1707,1617
Epb41l1,1667,1519,2992,2782
Epb41l2,3819,2030,4561,4680
Epb41l3,2327,1861,4802,4211
Epb41l4a,233,253,737,726
Epb41l4aos,282,334,321,290
Epb41l4b,110,237,359,363
Epb41l5,62,61,244,327
Epb42,0,0,3,6
Epc1,574,427,972,1000
Epc2,720,616,1039,1068
Epcam,74,11,3,1
Epdr1,269,293,669,561
Epg5,482,394,899,809
Epgn,5,5,1,5
Epha1,18,12,62,62
Epha10,0,0,0,1
Epha2,250,190,166,202
Epha3,4,3,4,13
Epha4,8,21,9,12
Epha5,18,120,9,6
Epha6,0,0,0,0
Epha7,1,2,0,0
Epha8,0,0,0,0
Ephb1,5,30,13,13
Ephb2,200,112,124,177
Ephb3,693,1079,1830,2049
Ephb4,325,286,756,770
Ephb6,4,6,3,3
Ephx1,750,813,566,453
Ephx2,14,23,20,25
Ephx3,0,7,18,17
Ephx4,6,4,7,9
Epm2a,97,57,61,65
Epm2aip1,517,470,2154,2367
Epn1,3922,3007,2968,2505
Epn2,396,545,1154,1179
Epn3,8,6,22,11
Epo,0,0,0,0
Epop,215,198,102,107
Epor,215,73,249,229
Epp13,0,0,1,0
Eppin,0,0,0,0
Eppk1,15,26,4,16
Eprn,0,0,0,0
Eprs,4398,3731,5826,4745
Eps15,5191,3304,3898,3092
Eps15l1,1100,916,1716,1600
Eps8,1893,887,566,646
Eps8l1,50,150,77,210
Eps8l2,394,499,1286,1150
Eps8l3,0,0,3,0
Epsti1,1186,745,203,106
Epx,0,0,0,0
Epyc,0,0,1,0
Eqtn,3,5,7,3
Eral1,398,437,503,417
Erap1,1465,847,878,653
Eras,0,0,3,0
Erbb2,270,360,985,850
Erbb3,108,50,116,116
Erbb4,0,0,0,0
Erbin,2765,2237,3527,3473
Erc1,606,750,1235,1171
Erc2,7,0,12,11
Ercc1,308,227,479,408
Ercc2,347,436,864,1239
Ercc3,936,971,1152,915
Ercc4,243,333,375,393
Ercc5,505,504,1011,1027
Ercc6,233,172,646,667
Ercc6l,325,274,210,228
Ercc6l2,526,351,643,718
Ercc8,172,118,179,166
Ereg,48,36,2,0
Erf,1585,1315,2376,1955
Erfe,2,2,1,0
Erg,96,64,146,131
Erg28,676,537,530,413
Ergic1,3380,3028,4437,3577
Ergic2,1457,1388,3282,2394
Ergic3,2015,2204,2718,2433
Erh,2402,1889,2377,1557
Eri1,1319,1091,1187,976
Eri2,206,183,266,326
Eri3,917,926,1537,1308
Erich1,123,112,264,189
Erich2,115,96,140,143
Erich2os,6,7,43,44
Erich3,2,0,0,0
Erich4,0,0,0,0
Erich5,0,0,0,4
Erich6,3,0,3,0
Erich6b,0,0,0,0
Erlec1,578,603,922,894
Erlin1,1010,743,1124,914
Erlin2,1254,1105,1742,1292
Ermap,7,9,9,4
Ermard,198,249,312,339
Ermn,0,1,0,0
Ermp1,1119,1232,1675,1264
Ern1,1265,1249,4391,4163
Ern2,2,5,7,13
Ero1l,7734,3386,4568,5601
Ero1lb,803,491,415,391
Erp27,1,23,23,12
Erp29,5068,3342,1878,1426
Erp44,2196,1485,1521,1161
Errfi1,2340,2586,6177,5904
Erv3,0,0,3,4
Esam,195,157,514,465
Esco1,528,589,523,397
Esco2,222,194,294,320
Esd,5799,2890,2807,2455
Esd-ps,0,0,0,0
Esf1,741,1042,1292,1010
Esm1,823,347,894,617
Esp1,0,0,0,0
Esp15,0,0,0,0
Esp16,0,0,0,0
Esp18,0,0,0,0
Esp22,0,0,0,0
Esp23,0,0,0,0
Esp24,0,0,0,0
Esp3,0,0,0,0
Esp31,0,0,0,0
Esp34,0,0,0,0
Esp36,0,0,0,0
Esp38,0,0,0,0
Esp4,0,0,0,0
Esp5,0,0,0,0
Esp6,0,0,0,0
Esp8,0,0,0,0
Espl1,1074,1270,1403,970
Espn,97,148,38,41
Espnl,559,560,1349,1213
Esr1,384,258,480,365
Esr2,0,1,3,1
Esrp1,4,0,0,1
Esrp2,2,1,10,4
Esrra,964,791,801,692
Esrrb,0,0,0,3
Esrrg,1,0,4,1
Ess2,555,608,1478,1575
Esx1,0,0,1,2
Esyt1,3166,2204,2817,2458
Esyt2,1473,1496,2516,2488
Esyt3,27,3,3,1
Etaa1,271,166,283,228
Etaa1os,3,5,8,9
Etd,0,0,0,0
Etf1,5580,5159,5798,4608
Etfa,1812,1567,1401,1128
Etfb,2134,2045,1300,976
Etfbkmt,38,35,18,19
Etfdh,963,661,1072,903
Etfrf1,272,218,340,257
Ethe1,526,445,446,316
Etl4,155,251,402,359
Etnk1,1638,1660,3777,3524
Etnk2,4,1,7,5
Etnppl,0,0,1,1
Etohd2,58,61,53,49
Etos1,4,10,5,5
Ets1,917,511,1031,914
Ets2,4693,2866,2001,2054
Etv1,432,162,165,125
Etv2,0,0,1,0
Etv3,1116,857,1128,930
Etv3l,0,0,0,0
Etv4,18,6,61,17
Etv5,1000,554,426,341
Etv6,1590,1288,1741,1757
Eva1a,2,0,9,10
Eva1b,604,499,605,627
Eva1c,42,51,28,43
Evc,422,717,1752,1673
Evc2,611,692,1501,1491
Evi2,181,102,9,9
Evi2a,2510,1456,307,228
Evi2b,1165,692,95,86
Evi5,774,656,1414,1669
Evi5l,480,319,926,794
Evl,2569,2352,1008,890
Evpl,41,144,117,85
Evx1,1,0,0,0
Evx1os,0,0,0,0
Evx2,0,0,0,0
Ewsr1,4108,3827,9312,9261
Exd1,21,22,90,69
Exd2,344,291,825,742
Exo1,228,260,216,209
Exo5,384,326,399,305
Exoc1,466,645,640,572
Exoc2,755,453,636,559
Exoc3,1076,902,686,429
Exoc3l,42,72,165,151
Exoc3l2,23,22,91,86
Exoc3l4,59,107,61,69
Exoc4,1328,1012,1537,1214
Exoc5,2118,1235,2491,2355
Exoc6,460,280,70,62
Exoc6b,632,595,808,718
Exoc7,1261,1675,2888,2088
Exoc8,325,287,382,261
Exog,216,159,207,219
Exosc1,423,516,455,325
Exosc10,1655,1952,2533,2396
Exosc2,615,800,823,690
Exosc3,611,529,428,347
Exosc4,501,331,506,295
Exosc5,819,660,660,464
Exosc6,0,0,0,0
Exosc7,407,321,377,349
Exosc8,700,556,1134,964
Exosc9,687,628,563,404
Exph5,0,0,7,12
Ext1,1666,1290,2455,1652
Ext2,1431,1366,3693,3278
Extl1,179,178,464,444
Extl2,441,439,654,547
Extl3,1112,845,1956,1842
Eya1,37,56,281,134
Eya2,4,18,3,6
Eya3,1025,1008,1387,1033
Eya4,46,30,21,8
Ezh1,555,417,1326,1345
Ezh2,817,758,714,689
Ezr,2364,2001,1376,1045
F10,2597,1918,133,102
F11,0,0,1,0
F11r,667,665,526,457
F12,0,0,8,1
F13a1,25006,10551,5357,3414
F13b,0,0,0,1
F2,3,0,4,0
F2r,284,281,813,998
F2rl1,2,4,4,6
F2rl2,92,61,3,3
F2rl3,3,2,9,10
F3,444,441,1647,1288
F420014N23Rik,4,30,67,80
F5,282,234,16,1
F530104D19Rik,4,9,16,17
F630028O10Rik,100,74,22,15
F630040K05Rik,2,23,18,17
F630042J09Rik,0,0,12,12
F630206G17Rik,0,0,0,0
F7,841,697,71,48
F730016J06Rik,0,0,0,0
F730035M05Rik,0,0,0,1
F730035P03Rik,1,0,1,0
F730043M19Rik,80,61,259,282
F730311O21Rik,7,4,11,7
F8,10,27,119,60
F830002E08Rik,0,0,0,0
F830016B08Rik,29,16,52,25
F830045P16Rik,2,3,1,2
F830112A20Rik,1,15,4,8
F830115B05Rik,0,0,0,0
F830208F22Rik,7,0,1,1
F830210D05Rik,0,0,0,0
F830212C03Rik,0,0,0,0
F8a,181,122,122,103
F9,3,0,2,0
F930015N05Rik,0,0,0,0
F930017D23Rik,0,0,2,0
Fa2h,0,0,0,0
Faah,13,17,17,18
Faap100,727,977,930,808
Faap20,477,338,492,324
Faap24,187,177,115,84
Fabp1,7,8,5,0
Fabp12,0,0,0,0
Fabp2,0,0,0,0
Fabp3,23,26,52,58
Fabp3-ps1,0,0,0,0
Fabp4,1157,902,585,475
Fabp5,8892,4240,2300,2118
Fabp5l2,0,0,0,0
Fabp6,0,0,0,1
Fabp7,57,21,0,1
Fabp9,0,0,0,0
Fadd,383,351,308,205
Faddos,3,0,1,1
Fads1,2114,1945,2409,1946
Fads2,270,383,454,347
Fads3,333,345,667,480
Fads6,166,256,309,391
Faf1,873,736,1125,892
Faf2,1461,1013,1994,2014
Fah,224,251,564,532
Fahd1,259,265,245,193
Fahd2a,119,71,206,281
Faim,521,308,258,165
Faim2,62,233,636,466
Faiml,0,0,0,0
Fam102a,402,409,625,745
Fam102b,1368,803,3852,3683
Fam104a,2437,3086,2982,2420
Fam107a,0,0,6,0
Fam107b,1608,885,1561,1547
Fam110a,376,432,391,354
Fam110b,815,733,1907,1680
Fam110c,35,19,18,13
Fam111a,1478,1197,640,533
Fam114a1,781,687,1884,1807
Fam114a2,1037,1113,1443,1424
Fam117a,493,341,468,452
Fam117b,1635,1438,1999,1919
Fam118a,309,272,539,478
Fam118b,383,245,225,184
Fam120a,5511,4482,6050,5550
Fam120aos,60,45,61,89
Fam120b,748,587,1133,1127
Fam120c,126,95,240,212
Fam122a,165,114,127,99
Fam122b,358,182,371,324
Fam122c,0,0,0,0
Fam124a,67,94,224,205
Fam124b,0,0,0,2
Fam126a,1149,932,1941,1849
Fam126b,264,178,1155,1539
Fam129a,1134,621,235,188
Fam129b,8206,5369,8504,7857
Fam129c,39,63,132,181
Fam131a,286,306,639,608
Fam131b,130,130,337,252
Fam131c,3,4,1,1
Fam133b,478,436,737,674
Fam135a,298,378,1097,1225
Fam135b,0,0,0,1
Fam136a,589,486,408,375
Fam136b-ps,0,0,0,0
Fam13a,180,208,507,445
Fam13b,441,366,1169,1152
Fam13c,250,181,369,386
Fam149a,619,537,889,551
Fam149b,295,305,550,397
Fam151a,0,0,0,0
Fam151b,111,76,66,47
Fam155a,0,0,0,0
Fam160a1,54,25,188,163
Fam160a2,327,665,801,832
Fam160b1,597,570,1374,1296
Fam160b2,390,451,521,425
Fam161a,84,37,120,146
Fam161b,17,32,123,68
Fam162a,2698,1626,2746,2611
Fam162b,0,0,0,0
Fam163a,1,0,1,0
Fam163b,0,0,0,0
Fam166a,0,0,0,0
Fam166b,1,8,15,16
Fam167a,10,6,9,9
Fam167b,103,63,85,56
Fam168a,1701,1340,2731,2449
Fam168b,4442,3503,5540,4491
Fam169a,6,24,8,9
Fam169b,21,15,17,13
Fam170a,0,0,0,0
Fam170b,1,0,0,0
Fam171a1,52,80,71,70
Fam171a2,375,534,691,726
Fam171b,57,59,183,120
Fam172a,842,581,822,825
Fam173a,321,252,217,179
Fam173b,245,341,277,211
Fam174a,897,541,347,290
Fam174b,4,5,10,3
Fam177a,1056,816,874,686
Fam178b,4,8,10,4
Fam180a,3201,3799,9954,7859
Fam181a,0,0,0,1
Fam181b,0,6,2,0
Fam183b,1,0,0,0
Fam184a,0,0,3,3
Fam184b,3,13,3,3
Fam185a,220,208,263,276
Fam186a,0,0,0,4
Fam186b,2,1,4,26
Fam187a,0,0,0,0
Fam187b,12,0,4,0
Fam189a1,5,1,63,33
Fam189a2,77,40,43,35
Fam189b,494,612,1089,956
Fam192a,1079,1198,1132,947
Fam193a,644,727,1493,1201
Fam193b,613,791,1683,2156
Fam196a,2,11,1,2
Fam196b,1,0,0,0
Fam198a,23,28,29,92
Fam198b,445,260,589,361
Fam199x,382,283,994,886
Fam19a1,0,0,0,0
Fam19a2,3,0,1,0
Fam19a3,2,0,55,9
Fam19a4,0,0,0,0
Fam19a5,0,2,1,0
Fam204a,391,431,568,451
Fam205a1,0,0,2,0
Fam205a2,0,0,0,0
Fam205a3,0,0,0,0
Fam205a4,0,0,0,0
Fam205c,0,9,6,11
Fam206a,301,332,584,465
Fam207a,935,1103,779,605
Fam208a,358,440,860,1081
Fam208b,630,481,1598,1569
Fam209,0,0,0,1
Fam20a,220,162,118,115
Fam20b,1680,1464,1965,1603
Fam20c,1353,837,489,596
Fam210a,1103,1012,1310,1041
Fam210b,292,209,397,261
Fam213a,360,308,376,500
Fam213b,592,302,100,73
Fam214a,253,189,475,475
Fam214b,906,590,1174,1297
Fam216a,417,359,622,504
Fam216b,0,0,0,0
Fam217a,1,0,9,4
Fam217b,482,460,299,255
Fam219a,801,635,974,941
Fam219aos,0,0,0,1
Fam219b,313,288,632,485
Fam220-ps,1,6,14,6
Fam220a,550,494,641,695
Fam221a,84,98,173,187
Fam221b,211,63,55,33
Fam222a,27,33,15,17
Fam222b,298,248,363,296
Fam227a,11,16,114,110
Fam227b,0,0,1,4
Fam228a,2,14,18,20
Fam228b,4,13,54,49
Fam229a,2,4,0,0
Fam229b,16,27,44,29
Fam234a,1990,1615,2375,2100
Fam234b,708,702,963,740
Fam240a,0,0,0,0
Fam240b,0,0,0,0
Fam241a,284,168,42,29
Fam241b,1,0,0,0
Fam243,1,8,0,0
Fam24a,0,0,0,2
Fam24b,0,0,0,0
Fam25c,0,0,0,0
Fam32a,1155,852,744,638
Fam3a,548,457,709,668
Fam3b,4,5,0,1
Fam3c,1341,1096,1460,948
Fam43a,479,384,371,316
Fam43b,11,11,25,39
Fam45a,858,524,794,588
Fam47c,0,0,0,0
Fam47e,0,0,0,0
Fam49a,479,337,96,94
Fam49b,5626,3673,1182,1047
Fam50a,1442,1281,1253,1184
Fam50b,0,0,0,0
Fam53a,643,666,610,519
Fam53b,748,520,674,537
Fam53c,1528,1934,2675,2072
Fam57a,98,139,150,112
Fam57b,20,10,22,26
Fam58b,288,309,295,201
Fam69a,373,348,290,266
Fam69b,223,231,389,437
Fam69c,0,0,0,0
Fam71a,0,2,0,4
Fam71b,2,0,0,0
Fam71d,0,0,0,0
Fam71e1,8,2,47,40
Fam71e2,0,0,0,0
Fam71f1,0,0,1,0
Fam71f2,77,51,33,38
Fam72a,55,55,49,33
Fam76a,943,875,1193,1068
Fam76b,534,385,1050,1144
Fam78a,326,261,67,63
Fam78b,79,46,9,12
Fam81a,18,42,11,8
Fam81b,0,0,0,0
Fam83a,10,18,62,64
Fam83b,0,0,0,0
Fam83c,8,9,19,16
Fam83d,317,256,417,337
Fam83e,2,0,0,1
Fam83f,24,23,4,1
Fam83g,2,0,1,2
Fam83h,29,19,31,23
Fam84a,10,0,18,28
Fam84b,151,72,42,29
Fam89a,32,15,20,16
Fam89b,1327,1105,1113,945
Fam8a1,802,740,1377,1312
Fam90a1a,2,0,0,0
Fam90a1b,0,0,0,0
Fam91a1,1735,1431,3054,2994
Fam92a,700,427,774,655
Fam92b,6,10,14,8
Fam96a,1760,1141,605,461
Fam96b,549,373,577,435
Fam98a,1065,941,1965,1779
Fam98b,1202,1049,1126,927
Fam98c,370,265,490,393
Fan1,102,55,179,142
Fanca,228,405,586,776
Fancb,52,34,67,66
Fancc,285,220,541,559
Fancd2,209,157,225,421
Fancd2os,3,6,8,7
Fance,384,333,706,634
Fancf,94,137,70,75
Fancg,314,322,712,542
Fanci,175,206,196,147
Fancl,213,231,128,89
Fancm,308,146,289,236
Fank1,0,0,10,5
Fap,159,126,186,209
Far1,1835,1404,2585,2746
Far1os,0,0,0,0
Far2,23,70,237,240
Far2os1,2,0,12,18
Far2os2,0,0,0,0
Farp1,1092,1130,3321,2955
Farp2,193,192,331,308
Fars2,231,350,206,181
Farsa,1402,1234,1854,1508
Farsb,1044,1005,884,711
Fas,180,116,65,55
Fasl,1,5,4,3
Fasn,6569,10044,12935,10679
Fastk,651,796,1600,1637
Fastkd1,115,143,159,196
Fastkd2,389,213,562,697
Fastkd3,153,160,288,206
Fastkd5,228,187,224,145
Fat1,468,666,1207,1026
Fat2,0,9,4,3
Fat3,18,8,8,2
Fat4,95,69,211,174
Fate1,0,0,0,0
Fau,19866,16279,12800,9721
Fau-ps1,0,0,0,0
Fau-ps2,0,0,0,0
Faxc,173,195,387,277
Fbf1,1316,1293,3675,3589
Fbl,2754,2277,1867,1527
Fblim1,1299,890,1041,1237
Fbll1,0,0,0,0
Fbln1,1297,1440,1923,1815
Fbln2,220,300,786,569
Fbln5,41,29,115,121
Fbln7,2,8,6,10
Fbn1,49,133,1131,912
Fbn2,98,213,448,306
Fbp1,0,0,1,0
Fbp2,0,0,0,0
Fbrs,1824,1208,1998,1832
Fbrsl1,664,531,762,649
Fbxl12,165,142,618,558
Fbxl12os,29,16,89,43
Fbxl13,0,5,3,5
Fbxl14,768,590,658,553
Fbxl15,231,194,365,302
Fbxl16,7,0,14,5
Fbxl17,505,526,900,786
Fbxl18,299,285,714,807
Fbxl19,1077,1238,1392,1055
Fbxl2,72,73,153,166
Fbxl20,827,627,2231,2690
Fbxl21,22,17,88,80
Fbxl22,22,20,45,50
Fbxl3,831,543,1715,1766
Fbxl4,243,179,335,366
Fbxl5,2248,1307,1236,1291
Fbxl6,575,686,1040,978
Fbxl7,3,12,10,27
Fbxl8,195,206,200,207
Fbxo10,425,395,1026,964
Fbxo11,1371,1507,2140,2191
Fbxo15,5,10,5,6
Fbxo16,2,6,1,3
Fbxo17,101,108,155,140
Fbxo18,1152,1140,1666,1553
Fbxo2,203,229,409,413
Fbxo21,910,820,1526,1462
Fbxo22,817,728,762,592
Fbxo24,9,4,26,33
Fbxo25,276,210,690,606
Fbxo27,0,0,0,2
Fbxo28,832,766,1367,750
Fbxo3,1316,979,1735,1580
Fbxo30,511,450,758,795
Fbxo31,546,784,1148,1138
Fbxo32,469,346,457,398
Fbxo33,826,629,342,317
Fbxo34,518,349,545,427
Fbxo36,58,36,83,79
Fbxo38,1126,1179,1722,1533
Fbxo39,0,0,2,1
Fbxo4,268,267,353,274
Fbxo40,7,0,2,0
Fbxo41,9,15,30,33
Fbxo42,946,909,1123,1017
Fbxo43,0,8,7,9
Fbxo44,129,96,323,346
Fbxo45,833,716,1277,1046
Fbxo46,395,383,352,313
Fbxo47,10,3,13,7
Fbxo48,15,15,61,48
Fbxo5,318,315,226,185
Fbxo6,775,499,732,661
Fbxo7,433,409,552,388
Fbxo8,989,819,1417,1516
Fbxo9,195,225,502,446
Fbxw10,6,75,54,17
Fbxw11,1663,1018,1766,1703
Fbxw13,0,0,0,0
Fbxw14,0,0,0,0
Fbxw15,0,0,0,0
Fbxw16,0,0,0,0
Fbxw17,178,271,371,379
Fbxw18,0,0,0,0
Fbxw19,0,0,11,10
Fbxw2,1107,873,1268,1158
Fbxw20,0,0,0,0
Fbxw21,0,0,0,0
Fbxw22,0,0,0,0
Fbxw23,0,0,0,0
Fbxw24,0,0,0,0
Fbxw25,0,0,0,0
Fbxw26,0,0,0,0
Fbxw27,3,0,0,0
Fbxw28,0,0,0,0
Fbxw4,748,566,401,310
Fbxw5,540,461,1371,1407
Fbxw7,605,812,672,700
Fbxw8,2159,1624,3054,2677
Fbxw9,119,112,397,422
Fcamr,0,0,0,0
Fcer1a,0,0,11,8
Fcer1g,12927,9146,1457,911
Fcer2a,1,0,0,3
Fcf1,538,518,547,417
Fcgbp,12,0,10,4
Fcgr1,4029,2553,492,250
Fcgr2b,19884,11240,3693,2370
Fcgr3,16371,9603,2450,1502
Fcgr4,2735,3224,146,127
Fcgrt,7976,5303,3958,3229
Fcho1,102,118,31,39
Fcho2,2124,1377,2820,2452
Fchsd1,229,323,1301,993
Fchsd2,815,623,1043,903
Fcmr,1,2,0,0
Fcna,2977,1037,855,528
Fcnaos,0,0,2,6
Fcnb,0,4,0,0
Fcor,47,10,44,22
Fcrl1,38,7,6,4
Fcrl5,154,293,4,15
Fcrl6,2,0,10,16
Fcrla,25,10,2,1
Fcrlb,291,164,74,73
Fcrls,6704,3179,654,302
Fdft1,366,425,500,406
Fdps,942,713,1192,900
Fdx1,374,316,639,585
Fdx1l,443,352,346,289
Fdxacb1,81,49,64,95
Fdxr,608,1241,1450,1298
Fech,943,796,1452,1336
