gene,IRRP1,IRRP2,IRRP3,RP1,RP2,RP3,V1,V2,V3
ENSMUSG00000102160,0,0,0,0,0,0,0,0,0
ENSMUSG00000102162,0,0,0,0,0,0,0,0,0
ENSMUSG00000102163,0,0,0,0,0,0,0,0,0
ENSMUSG00000102164,0,0,0,0,0,0,0,0,0
ENSMUSG00000102166,0,0,0,0,0,0,0,0,0
ENSMUSG00000102167,0,0,0,0,0,0,0,0,0
ENSMUSG00000102168,0,0,0,0,0,0,0,0,0
ENSMUSG00000102169,0,0,0,0,0,0,0,0,0
ENSMUSG00000102170,0,0,0,0,0,0,0,0,0
ENSMUSG00000102172,0,0,0,0,0,0,0,0,0
ENSMUSG00000102173,0,0,0,0,0,0,0,0,0
ENSMUSG00000102174,0,0,0,0,0,0,0,0,0
ENSMUSG00000102175,0,0,0,0,1,0,1,0,0
ENSMUSG00000102176,0,0,0,0,0,0,0,0,0
ENSMUSG00000102177,0,0,0,0,0,0,0,0,0
ENSMUSG00000102178,0,0,0,0,0,0,0,0,0
ENSMUSG00000102179,2,8,4,5,12,6,1,5,0
ENSMUSG00000102180,0,0,0,0,0,0,0,0,0
ENSMUSG00000102181,0,0,0,0,0,0,0,0,0
ENSMUSG00000102182,0,0,0,0,0,0,0,0,0
ENSMUSG00000102184,0,0,0,0,0,0,0,0,0
ENSMUSG00000102185,0,0,0,0,0,0,0,0,0
ENSMUSG00000102186,0,0,0,0,0,0,0,0,0
ENSMUSG00000102187,0,0,0,0,0,0,0,0,0
ENSMUSG00000102188,0,0,0,0,0,0,0,0,0
ENSMUSG00000102189,0,0,0,2,1,7,2,4,1
ENSMUSG00000102190,0,0,0,0,0,0,0,0,0
ENSMUSG00000102191,0,0,0,0,0,0,0,0,0
ENSMUSG00000102192,0,0,0,0,0,0,0,0,2
ENSMUSG00000102193,1,0,1,2,1,2,0,1,0
ENSMUSG00000102194,0,4,0,0,0,0,0,0,1
ENSMUSG00000102195,0,0,0,0,0,0,0,0,0
ENSMUSG00000102196,0,0,0,0,0,0,0,0,0
ENSMUSG00000102197,0,0,0,0,0,0,0,0,0
ENSMUSG00000102198,0,0,0,0,0,0,0,6,0
ENSMUSG00000102199,0,0,0,0,0,0,0,0,0
ENSMUSG00000102200,0,0,0,0,0,0,0,0,0
ENSMUSG00000102201,0,0,0,2,0,0,0,0,0
ENSMUSG00000102202,0,13,6,8,16,22,9,12,14
ENSMUSG00000102203,0,0,0,0,0,0,0,0,0
ENSMUSG00000102204,134,110,89,55,113,82,45,97,49
ENSMUSG00000102205,0,0,0,0,1,1,2,0,0
ENSMUSG00000102206,0,0,0,0,4,0,0,0,0
ENSMUSG00000102207,0,0,0,1,0,0,0,0,0
ENSMUSG00000102208,0,0,0,0,0,0,0,0,0
ENSMUSG00000102211,3,0,1,1,0,1,1,1,0
ENSMUSG00000102212,0,0,0,0,0,0,0,0,0
ENSMUSG00000102213,0,0,0,0,0,0,0,0,0
ENSMUSG00000102214,0,0,0,0,0,0,0,0,0
ENSMUSG00000102215,0,0,0,0,0,0,0,0,0
ENSMUSG00000102216,0,0,0,0,0,0,0,0,0
ENSMUSG00000102217,0,0,0,0,0,0,0,0,0
ENSMUSG00000102218,0,0,0,0,0,0,0,0,0
ENSMUSG00000102219,0,0,0,2,0,0,0,2,0
ENSMUSG00000102220,1,0,0,0,0,0,0,0,0
ENSMUSG00000102221,0,0,0,0,0,0,0,0,0
ENSMUSG00000102222,0,0,0,6,37,0,0,14,23
ENSMUSG00000102223,0,0,0,0,0,0,0,0,0
ENSMUSG00000102224,112,140,89,314,147,212,56,77,39
ENSMUSG00000102225,6,2,1,0,1,6,1,3,0
ENSMUSG00000102227,0,0,0,0,0,0,0,0,0
ENSMUSG00000102229,0,0,0,0,0,0,0,0,0
ENSMUSG00000102230,0,0,0,0,0,0,0,0,0
ENSMUSG00000102231,0,0,0,0,0,0,0,0,0
ENSMUSG00000102232,0,0,0,0,0,0,0,0,0
ENSMUSG00000102233,0,0,0,0,0,0,0,0,0
ENSMUSG00000102234,0,0,1,6,1,9,0,1,14
ENSMUSG00000102235,0,5,2,2,6,6,0,2,4
ENSMUSG00000102236,0,0,0,0,0,0,0,0,0
ENSMUSG00000102238,0,0,0,0,0,0,0,0,0
ENSMUSG00000102239,0,0,0,0,0,0,0,0,0
ENSMUSG00000102240,0,0,0,0,0,0,0,0,0
ENSMUSG00000102241,5,1,3,6,28,4,0,1,1
ENSMUSG00000102242,0,0,0,0,0,0,0,0,0
ENSMUSG00000102243,0,0,1,0,0,3,0,0,0
ENSMUSG00000102244,0,0,0,0,0,0,0,0,0
ENSMUSG00000102245,0,0,0,0,0,0,0,0,0
ENSMUSG00000102246,30,7,8,5,11,8,23,6,2
ENSMUSG00000102247,0,0,0,0,0,0,0,0,0
ENSMUSG00000102248,0,0,0,0,0,0,0,0,0
ENSMUSG00000102249,0,0,0,0,0,0,0,0,0
ENSMUSG00000102250,0,0,0,0,0,0,0,0,0
ENSMUSG00000102251,0,0,0,0,0,0,0,0,0
ENSMUSG00000102252,361,320,265,301,418,415,369,449,391
ENSMUSG00000102253,0,0,0,0,0,0,0,0,0
ENSMUSG00000102254,0,1,3,0,5,0,1,0,2
ENSMUSG00000102255,0,0,0,0,0,0,0,0,0
ENSMUSG00000102256,0,0,0,0,0,0,0,0,0
ENSMUSG00000102257,0,0,0,0,0,0,0,0,0
ENSMUSG00000102258,0,1,2,3,11,5,0,6,1
ENSMUSG00000102259,0,5,0,1,0,0,0,0,0
ENSMUSG00000102260,0,0,2,0,0,0,0,0,1
ENSMUSG00000102261,0,0,0,0,0,0,0,0,0
ENSMUSG00000102262,0,0,0,0,0,0,0,0,0
ENSMUSG00000102263,0,1,0,2,1,7,3,4,2
ENSMUSG00000102264,0,0,0,0,0,0,0,0,0
ENSMUSG00000102265,0,0,0,0,0,0,0,0,0
ENSMUSG00000102266,0,0,0,0,0,0,0,0,0
ENSMUSG00000102267,0,0,0,1,0,0,0,0,0
ENSMUSG00000102268,0,0,0,0,1,0,0,0,0
ENSMUSG00000102269,0,0,0,0,0,0,0,0,0
ENSMUSG00000102270,0,0,0,0,0,0,0,0,0
ENSMUSG00000102271,0,0,1,0,6,4,2,0,0
ENSMUSG00000102272,0,0,0,0,0,0,0,0,1
ENSMUSG00000102273,0,0,0,0,0,0,0,0,0
ENSMUSG00000102274,0,0,0,0,0,0,0,0,0
ENSMUSG00000102275,33,21,19,22,14,23,5,28,11
ENSMUSG00000102276,0,0,0,0,0,0,0,0,0
ENSMUSG00000102277,0,0,0,0,0,0,0,0,0
ENSMUSG00000102278,0,1,0,1,3,1,5,10,6
ENSMUSG00000102279,0,0,1,0,2,0,0,0,0
ENSMUSG00000102280,0,0,0,0,0,0,0,0,0
ENSMUSG00000102281,0,0,0,0,0,0,0,0,0
ENSMUSG00000102282,0,0,2,0,0,1,1,0,0
ENSMUSG00000102283,0,0,0,0,0,0,0,0,0
ENSMUSG00000102284,0,0,0,0,0,0,0,0,0
ENSMUSG00000102285,0,0,0,0,0,0,0,0,0
ENSMUSG00000102286,0,0,0,0,0,0,0,0,0
ENSMUSG00000102287,0,0,0,0,0,0,0,0,0
ENSMUSG00000102288,0,0,0,0,0,0,0,0,0
ENSMUSG00000102289,1,23,14,11,22,5,3,16,5
ENSMUSG00000102290,0,0,0,0,0,0,0,0,0
ENSMUSG00000102291,0,0,2,2,3,2,0,0,0
ENSMUSG00000102293,0,0,0,0,0,0,0,0,0
ENSMUSG00000102294,0,0,0,0,0,0,0,0,0
ENSMUSG00000102295,0,0,0,0,0,0,0,0,0
ENSMUSG00000102296,0,0,0,0,0,0,0,0,0
ENSMUSG00000102297,0,0,1,0,0,1,1,2,1
ENSMUSG00000102298,0,0,0,0,0,0,0,0,0
ENSMUSG00000102299,0,0,0,0,0,1,0,0,0
ENSMUSG00000102300,1,4,0,0,0,0,0,1,0
ENSMUSG00000102301,0,0,0,0,0,0,0,0,0
ENSMUSG00000102302,17,30,46,66,72,63,15,89,66
ENSMUSG00000102303,0,0,0,0,0,0,0,0,0
ENSMUSG00000102304,0,0,0,0,0,0,0,0,0
ENSMUSG00000102305,3,8,18,26,25,18,8,24,8
ENSMUSG00000102307,17,585,639,779,675,789,358,924,708
ENSMUSG00000102308,0,0,0,0,0,0,0,0,0
ENSMUSG00000102309,0,0,0,0,0,0,0,0,0
ENSMUSG00000102310,0,0,0,0,0,0,0,0,0
ENSMUSG00000102311,0,2,0,0,0,0,0,0,0
ENSMUSG00000102312,0,0,0,0,0,0,0,0,0
ENSMUSG00000102313,0,0,0,0,0,0,0,0,0
ENSMUSG00000102314,0,0,0,0,0,0,0,0,0
ENSMUSG00000102315,0,0,0,0,0,0,0,0,0
ENSMUSG00000102316,0,0,0,0,0,0,0,0,0
ENSMUSG00000102317,0,0,0,0,0,3,0,1,0
ENSMUSG00000102318,0,0,0,0,0,0,0,0,0
ENSMUSG00000102319,0,0,0,0,0,0,0,0,0
ENSMUSG00000102320,0,0,0,0,0,0,0,0,0
ENSMUSG00000102321,0,0,0,0,0,0,0,0,0
ENSMUSG00000102322,0,0,0,0,0,0,0,0,0
ENSMUSG00000102323,0,36,17,29,53,40,6,28,17
ENSMUSG00000102324,0,3,7,1,2,3,7,1,2
ENSMUSG00000102325,4,1,0,1,0,2,1,0,2
ENSMUSG00000102326,2,14,15,32,30,16,13,21,23
ENSMUSG00000102327,0,0,0,0,0,0,0,0,0
ENSMUSG00000102328,0,0,0,0,0,0,0,0,0
ENSMUSG00000102329,2,0,0,1,0,1,0,0,0
ENSMUSG00000102330,3,1,5,1,3,3,0,4,3
ENSMUSG00000102331,0,0,0,0,0,0,0,0,0
ENSMUSG00000102332,0,0,0,0,0,0,0,0,0
ENSMUSG00000102333,0,0,0,0,0,0,0,0,0
ENSMUSG00000102334,0,0,0,0,0,0,0,0,0
ENSMUSG00000102335,0,0,0,0,0,0,0,0,0
ENSMUSG00000102336,1,1,10,6,2,12,0,1,3
ENSMUSG00000102337,0,0,0,0,0,0,0,0,0
ENSMUSG00000102338,0,0,0,0,0,0,0,0,0
ENSMUSG00000102339,0,0,0,0,0,0,0,0,0
ENSMUSG00000102341,0,0,0,0,0,0,0,0,0
ENSMUSG00000102342,0,0,0,0,0,0,0,0,0
ENSMUSG00000102343,4,3,5,2,2,5,4,2,3
ENSMUSG00000102344,1,3,0,0,15,2,8,0,0
ENSMUSG00000102345,0,0,0,0,0,0,0,0,0
ENSMUSG00000102346,0,0,0,0,0,0,0,0,0
ENSMUSG00000102347,0,0,0,0,0,0,0,0,0
ENSMUSG00000102348,0,0,0,0,0,0,0,0,0
ENSMUSG00000102349,88,0,0,0,0,0,0,0,22
ENSMUSG00000102350,0,0,0,0,0,0,0,0,0
ENSMUSG00000102352,0,0,0,0,0,0,0,0,0
ENSMUSG00000102353,1,1,2,0,2,2,4,0,0
ENSMUSG00000102354,0,0,0,0,0,0,0,0,0
ENSMUSG00000102355,0,0,0,0,0,0,0,0,0
ENSMUSG00000102356,0,0,0,0,0,0,0,0,0
ENSMUSG00000102357,0,0,0,0,0,0,0,0,0
ENSMUSG00000102358,0,0,0,0,0,0,0,0,0
ENSMUSG00000102359,0,0,0,0,0,0,0,0,0
ENSMUSG00000102360,0,0,0,0,0,0,0,0,0
ENSMUSG00000102362,0,0,0,0,0,0,0,0,0
ENSMUSG00000102363,0,0,0,0,0,0,0,0,0
ENSMUSG00000102364,0,0,0,0,0,0,0,0,0
ENSMUSG00000102365,0,2,1,1,0,1,0,1,0
ENSMUSG00000102366,0,0,0,0,0,0,0,0,0
ENSMUSG00000102368,0,0,0,0,0,0,0,0,0
ENSMUSG00000102369,0,1,0,0,0,1,0,0,0
ENSMUSG00000102370,0,3,2,3,1,4,0,5,4
ENSMUSG00000102371,0,0,0,0,0,0,0,0,0
ENSMUSG00000102372,0,0,0,0,0,0,0,0,0
ENSMUSG00000102373,0,0,0,0,0,0,0,0,0
ENSMUSG00000102374,0,5,3,9,3,4,0,9,7
ENSMUSG00000102375,0,0,0,0,0,0,0,0,0
ENSMUSG00000102376,0,1,10,4,2,5,2,2,0
ENSMUSG00000102377,0,0,0,0,0,0,0,0,0
ENSMUSG00000102378,0,0,0,0,0,0,0,0,0
ENSMUSG00000102379,0,0,0,0,0,0,0,0,0
ENSMUSG00000102380,0,2,0,0,0,2,0,0,3
ENSMUSG00000102381,0,0,0,0,0,0,0,0,0
ENSMUSG00000102382,0,0,0,0,0,0,0,0,0
ENSMUSG00000102383,0,4,10,7,31,28,9,17,8
ENSMUSG00000102384,0,0,0,0,0,0,0,0,0
ENSMUSG00000102385,0,1,0,0,0,0,0,0,0
ENSMUSG00000102386,0,0,0,0,0,0,1,0,0
ENSMUSG00000102387,0,0,0,0,0,0,0,0,0
ENSMUSG00000102388,0,0,0,0,0,0,0,0,0
ENSMUSG00000102389,0,0,0,0,0,0,0,0,0
ENSMUSG00000102390,0,0,0,0,0,0,0,0,0
ENSMUSG00000102391,0,0,1,0,0,0,0,0,0
ENSMUSG00000102392,0,0,0,0,0,0,0,0,0
ENSMUSG00000102393,0,0,0,0,0,0,0,0,0
ENSMUSG00000102394,0,0,0,0,0,0,0,0,0
ENSMUSG00000102396,0,0,0,0,0,0,0,0,0
ENSMUSG00000102397,0,0,0,0,0,0,0,0,0
ENSMUSG00000102398,2,2,0,1,1,0,1,0,0
ENSMUSG00000102399,0,0,0,0,0,3,0,0,1
ENSMUSG00000102400,0,0,0,0,0,0,0,0,0
ENSMUSG00000102401,0,5,2,0,0,1,0,0,0
ENSMUSG00000102402,0,0,0,0,0,0,0,0,0
ENSMUSG00000102403,0,0,0,0,0,0,0,0,0
ENSMUSG00000102404,0,4,4,12,14,14,5,4,1
ENSMUSG00000102405,0,0,0,1,0,0,0,0,0
ENSMUSG00000102406,0,0,0,0,0,0,0,0,0
ENSMUSG00000102407,0,0,0,0,0,0,0,0,0
ENSMUSG00000102408,0,0,0,0,0,0,0,0,0
ENSMUSG00000102409,0,0,0,0,0,0,0,0,0
ENSMUSG00000102410,0,0,0,0,0,0,0,0,0
ENSMUSG00000102411,42,90,92,131,127,140,32,138,100
ENSMUSG00000102413,0,0,0,0,0,0,0,0,0
ENSMUSG00000102414,0,0,0,0,0,0,0,0,0
ENSMUSG00000102415,0,4,3,0,0,6,0,0,1
ENSMUSG00000102416,0,3,3,2,7,0,1,2,0
ENSMUSG00000102417,0,0,0,0,0,0,0,0,0
ENSMUSG00000102418,4,16,53,14,43,33,8,9,8
ENSMUSG00000102419,0,0,0,0,0,0,0,0,0
ENSMUSG00000102420,0,0,0,0,0,0,0,0,0
ENSMUSG00000102421,0,0,0,0,0,0,0,0,0
ENSMUSG00000102422,0,0,0,0,0,0,0,0,0
ENSMUSG00000102423,0,3,7,0,1,0,0,0,2
ENSMUSG00000102424,0,0,0,1,0,3,2,0,0
ENSMUSG00000102425,0,2,1,0,6,1,1,5,1
ENSMUSG00000102427,0,0,0,0,0,0,0,0,0
ENSMUSG00000102428,17,49,62,12,50,30,14,63,36
ENSMUSG00000102429,0,0,0,0,0,0,0,0,0
ENSMUSG00000102430,0,0,0,0,0,0,0,0,0
ENSMUSG00000102432,0,0,0,0,0,0,0,0,0
ENSMUSG00000102433,0,0,0,0,0,0,0,0,0
ENSMUSG00000102434,0,8,2,8,3,8,1,8,8
ENSMUSG00000102436,14,26,19,24,17,25,13,16,13
ENSMUSG00000102437,0,2,0,7,8,0,0,3,0
ENSMUSG00000102438,0,0,0,0,0,0,0,0,0
ENSMUSG00000102439,0,0,0,0,0,0,0,0,0
ENSMUSG00000102440,0,11,9,6,3,5,3,10,13
ENSMUSG00000102441,0,0,0,0,0,0,0,0,0
ENSMUSG00000102442,0,0,0,0,0,0,0,0,0
ENSMUSG00000102443,6,15,26,26,20,38,2,25,18
ENSMUSG00000102445,0,0,0,0,0,0,0,0,0
ENSMUSG00000102446,0,0,0,0,0,0,0,0,0
ENSMUSG00000102447,1,0,0,0,0,0,0,0,0
ENSMUSG00000102448,0,0,0,0,0,0,0,0,3
ENSMUSG00000102449,0,0,0,0,0,0,0,0,0
ENSMUSG00000102450,0,0,0,0,0,0,0,0,0
ENSMUSG00000102451,0,0,0,6,0,1,0,0,0
ENSMUSG00000102452,0,4,4,2,8,0,0,5,0
ENSMUSG00000102453,0,0,0,0,0,0,0,0,0
ENSMUSG00000102456,0,0,0,0,0,0,0,0,0
ENSMUSG00000102457,0,0,2,3,12,1,0,0,0
ENSMUSG00000102458,0,0,0,0,0,0,0,0,0
ENSMUSG00000102459,0,0,0,0,0,0,0,0,0
ENSMUSG00000102460,0,0,0,0,0,0,0,0,0
ENSMUSG00000102461,2,7,3,12,9,19,1,7,3
ENSMUSG00000102462,0,0,0,0,0,0,0,0,0
ENSMUSG00000102463,0,0,0,0,0,0,0,0,0
ENSMUSG00000102464,0,0,0,0,0,0,0,0,0
ENSMUSG00000102465,0,2,9,3,3,4,0,6,2
ENSMUSG00000102466,0,0,2,0,0,6,0,1,0
ENSMUSG00000102467,0,0,0,15,54,0,96,103,136
ENSMUSG00000102469,0,0,0,0,0,0,0,0,0
ENSMUSG00000102470,4,14,12,15,20,16,4,8,10
ENSMUSG00000102471,0,0,0,0,0,0,0,0,0
ENSMUSG00000102473,0,0,0,0,0,0,0,0,0
ENSMUSG00000102474,4,0,0,0,0,2,0,0,0
ENSMUSG00000102475,0,0,0,0,0,0,0,0,0
ENSMUSG00000102476,35,26,0,12,26,33,10,12,0
ENSMUSG00000102478,0,0,1,7,0,0,1,0,0
ENSMUSG00000102479,0,0,0,0,0,0,0,0,0
ENSMUSG00000102480,0,1,4,3,1,0,3,1,2
ENSMUSG00000102481,0,0,0,0,0,0,0,0,0
ENSMUSG00000102482,0,1,0,0,1,1,2,4,6
ENSMUSG00000102483,0,0,0,0,0,1,0,0,0
ENSMUSG00000102484,0,0,0,0,0,0,0,0,0
ENSMUSG00000102485,0,0,0,0,0,0,0,0,0
ENSMUSG00000102486,0,0,0,0,0,0,0,0,0
ENSMUSG00000102487,0,0,0,0,0,0,0,0,0
ENSMUSG00000102488,0,0,0,0,0,0,0,0,0
ENSMUSG00000102489,0,0,0,0,0,0,0,0,0
ENSMUSG00000102490,0,0,0,0,0,0,0,0,0
ENSMUSG00000102491,0,0,0,0,0,0,0,0,0
ENSMUSG00000102492,0,0,0,0,0,0,0,0,0
ENSMUSG00000102493,0,0,0,0,0,0,0,0,0
ENSMUSG00000102494,6,6,1,2,3,7,2,1,5
ENSMUSG00000102495,0,0,0,0,0,0,0,0,0
ENSMUSG00000102496,0,23,36,20,54,41,8,52,34
ENSMUSG00000102497,0,0,0,0,0,0,0,0,0
ENSMUSG00000102498,0,0,0,0,0,0,0,0,0
ENSMUSG00000102499,0,0,0,0,0,0,0,0,0
ENSMUSG00000102500,0,0,0,0,0,0,0,0,0
ENSMUSG00000102501,0,1,0,1,0,3,0,1,0
ENSMUSG00000102502,0,0,0,0,0,0,0,0,0
ENSMUSG00000102503,0,1,0,0,4,4,2,2,1
ENSMUSG00000102504,4,9,7,5,6,4,9,9,5
ENSMUSG00000102505,3,1,3,0,0,0,1,0,3
ENSMUSG00000102506,0,0,0,0,0,0,0,0,0
ENSMUSG00000102507,0,0,0,0,0,0,0,0,0
ENSMUSG00000102508,0,0,0,0,0,0,0,0,0
ENSMUSG00000102509,0,0,0,0,0,0,0,0,0
ENSMUSG00000102510,0,0,0,0,0,0,0,0,0
ENSMUSG00000102511,0,0,0,0,0,0,0,0,0
ENSMUSG00000102512,0,0,0,0,0,0,0,0,0
ENSMUSG00000102513,0,0,0,0,0,0,0,0,0
ENSMUSG00000102514,0,0,0,0,0,0,0,0,0
ENSMUSG00000102515,0,0,0,0,0,0,0,0,0
ENSMUSG00000102516,0,15,28,17,8,30,5,18,21
ENSMUSG00000102517,4,0,0,0,2,0,0,2,1
ENSMUSG00000102518,0,0,0,0,2,0,1,0,3
ENSMUSG00000102520,0,0,0,0,0,0,0,0,0
ENSMUSG00000102521,0,0,0,0,0,0,0,0,0
ENSMUSG00000102522,0,0,0,0,0,0,0,0,0
ENSMUSG00000102523,0,0,0,0,0,0,0,3,0
ENSMUSG00000102524,0,0,0,0,0,0,0,0,0
ENSMUSG00000102525,0,0,0,0,0,0,0,0,0
ENSMUSG00000102526,2,15,8,14,7,6,4,7,5
ENSMUSG00000102528,0,0,0,0,0,0,0,0,0
ENSMUSG00000102529,0,0,0,0,0,0,0,0,0
ENSMUSG00000102530,0,0,0,0,0,0,0,0,0
ENSMUSG00000102531,0,0,0,0,0,0,0,3,3
ENSMUSG00000102532,0,0,0,0,0,0,0,0,0
ENSMUSG00000102533,0,3,9,0,6,8,1,0,0
ENSMUSG00000102534,0,0,0,0,0,0,0,0,0
ENSMUSG00000102535,0,0,0,0,0,0,0,0,0
ENSMUSG00000102536,0,0,0,0,0,0,0,0,0
ENSMUSG00000102537,0,0,0,0,0,0,0,0,0
ENSMUSG00000102538,1,0,2,2,3,0,0,1,0
ENSMUSG00000102539,0,0,0,0,0,0,0,0,0
ENSMUSG00000102540,0,2,5,0,0,2,0,0,0
ENSMUSG00000102541,0,0,0,1,0,0,0,0,0
ENSMUSG00000102542,0,0,0,0,0,0,0,0,0
ENSMUSG00000102543,0,100,107,33,75,29,35,151,61
ENSMUSG00000102544,11,9,9,5,19,13,6,16,7
ENSMUSG00000102545,1,0,10,2,2,5,0,0,2
ENSMUSG00000102546,0,0,1,4,0,2,0,0,0
ENSMUSG00000102547,0,0,0,0,0,0,0,0,0
ENSMUSG00000102548,0,0,0,0,0,0,0,0,0
ENSMUSG00000102549,0,0,0,0,0,0,0,0,1
ENSMUSG00000102550,0,0,1,0,0,0,1,0,0
ENSMUSG00000102551,0,0,0,0,0,0,0,0,0
ENSMUSG00000102552,0,0,0,0,0,0,0,0,0
ENSMUSG00000102553,2,10,9,4,2,9,1,11,5
ENSMUSG00000102554,0,0,0,1,0,1,0,0,0
ENSMUSG00000102555,10,52,63,104,50,95,25,69,42
ENSMUSG00000102556,0,0,0,0,0,1,0,0,0
ENSMUSG00000102558,0,0,0,0,0,0,0,0,0
ENSMUSG00000102559,4,10,15,12,4,11,9,24,14
ENSMUSG00000102561,0,0,0,0,0,0,0,0,0
ENSMUSG00000102562,0,3,20,20,12,13,1,7,10
ENSMUSG00000102563,0,0,0,0,0,0,0,0,0
ENSMUSG00000102564,0,0,0,0,0,0,0,0,0
ENSMUSG00000102565,0,0,0,0,0,0,0,0,0
ENSMUSG00000102566,0,0,0,0,0,0,0,0,0
ENSMUSG00000102568,0,0,0,0,0,0,0,0,0
ENSMUSG00000102569,1,0,0,0,0,0,0,1,1
ENSMUSG00000102570,0,1,11,13,30,30,1,13,11
ENSMUSG00000102571,4,2,2,0,3,2,0,0,0
ENSMUSG00000102572,0,0,0,0,0,0,0,0,0
ENSMUSG00000102573,0,11,16,10,7,6,6,13,12
ENSMUSG00000102574,0,0,0,0,0,0,0,0,0
ENSMUSG00000102575,0,0,0,0,0,0,0,0,0
ENSMUSG00000102576,0,0,0,0,0,0,0,0,0
ENSMUSG00000102577,0,0,7,9,15,15,0,13,8
ENSMUSG00000102578,10,10,11,5,14,12,3,17,5
ENSMUSG00000102579,0,0,0,0,0,0,0,0,0
ENSMUSG00000102580,0,0,0,0,0,0,0,0,0
ENSMUSG00000102581,0,1,0,0,0,0,0,0,0
ENSMUSG00000102582,0,0,0,0,0,0,0,0,0
ENSMUSG00000102583,0,0,0,0,0,0,0,0,0
ENSMUSG00000102584,0,0,0,2,0,0,0,1,0
ENSMUSG00000102585,0,0,0,0,0,0,0,0,0
ENSMUSG00000102586,0,0,0,0,0,0,0,0,0
ENSMUSG00000102587,0,0,0,0,0,0,0,0,0
ENSMUSG00000102588,0,0,0,0,1,0,0,0,0
ENSMUSG00000102589,0,0,0,0,0,0,0,0,0
ENSMUSG00000102590,0,0,0,0,0,0,0,0,0
ENSMUSG00000102591,37,73,66,77,107,75,36,100,59
ENSMUSG00000102592,0,0,0,0,0,0,0,1,0
ENSMUSG00000102593,6,5,11,2,18,13,0,11,2
ENSMUSG00000102594,0,4,4,0,3,7,0,6,0
ENSMUSG00000102595,0,0,0,0,0,0,0,0,0
ENSMUSG00000102596,0,0,0,0,0,0,0,0,0
ENSMUSG00000102597,0,0,0,0,0,0,0,0,0
ENSMUSG00000102598,0,0,0,0,0,0,0,0,0
ENSMUSG00000102599,4,3,3,8,2,5,0,8,2
ENSMUSG00000102600,31,28,40,46,26,65,19,67,25
ENSMUSG00000102601,0,0,0,0,0,0,0,0,0
ENSMUSG00000102602,0,111,138,284,272,298,27,228,128
ENSMUSG00000102603,0,0,0,0,0,0,0,0,0
ENSMUSG00000102605,0,2,0,2,0,1,0,2,0
ENSMUSG00000102606,15,9,12,17,17,9,12,14,5
ENSMUSG00000102607,0,0,0,0,0,0,0,3,0
ENSMUSG00000102608,0,0,0,0,0,0,1,0,0
ENSMUSG00000102609,0,0,0,0,0,0,0,0,0
ENSMUSG00000102610,23,22,21,15,36,23,17,28,16
ENSMUSG00000102611,17,1,3,5,10,12,7,4,3
ENSMUSG00000102612,0,0,0,0,0,0,0,0,0
ENSMUSG00000102613,0,0,0,0,0,0,0,0,0
ENSMUSG00000102614,0,0,0,0,0,0,0,0,0
ENSMUSG00000102615,0,5,11,5,0,1,0,0,0
ENSMUSG00000102616,0,0,0,0,0,0,0,0,0
ENSMUSG00000102617,0,0,0,0,3,0,0,0,0
ENSMUSG00000102618,0,0,0,0,0,0,0,0,0
ENSMUSG00000102619,2,4,0,7,0,3,7,3,0
ENSMUSG00000102620,0,0,0,0,0,0,0,0,0
ENSMUSG00000102621,0,2,0,0,0,0,0,0,0
ENSMUSG00000102622,0,0,0,0,0,0,0,0,0
ENSMUSG00000102623,0,1,0,1,3,0,0,5,0
ENSMUSG00000102624,0,0,0,0,0,0,0,0,0
ENSMUSG00000102625,0,0,0,0,0,0,0,0,0
ENSMUSG00000102626,0,0,1,0,0,0,0,0,0
ENSMUSG00000102627,0,0,0,0,0,0,0,0,0
ENSMUSG00000102628,0,0,0,1,0,1,0,0,0
ENSMUSG00000102629,0,0,0,0,0,0,0,0,0
ENSMUSG00000102630,0,0,1,6,0,3,0,0,1
ENSMUSG00000102632,0,0,4,3,1,6,1,2,1
ENSMUSG00000102633,49,45,49,57,57,63,9,24,20
ENSMUSG00000102634,0,0,0,0,0,0,0,0,0
ENSMUSG00000102635,0,1,0,0,0,3,0,0,0
ENSMUSG00000102636,0,0,0,0,0,0,0,0,0
ENSMUSG00000102637,0,0,0,0,0,0,0,0,0
ENSMUSG00000102639,0,0,0,0,0,0,0,0,0
ENSMUSG00000102641,0,0,0,0,0,0,0,0,0
ENSMUSG00000102642,0,0,0,0,0,0,0,0,0
ENSMUSG00000102643,0,0,0,0,0,0,0,0,0
ENSMUSG00000102644,116,170,227,139,223,142,132,217,147
ENSMUSG00000102645,0,0,0,0,0,0,0,0,0
ENSMUSG00000102646,0,1,0,0,0,0,0,0,0
ENSMUSG00000102647,2,18,5,13,5,11,1,3,1
ENSMUSG00000102648,0,0,0,0,0,0,0,0,0
ENSMUSG00000102649,0,0,0,0,0,0,0,0,0
ENSMUSG00000102650,0,0,0,0,0,0,0,0,0
ENSMUSG00000102651,0,0,1,0,0,4,1,0,0
ENSMUSG00000102652,3,8,9,8,5,9,5,8,5
ENSMUSG00000102653,0,0,0,0,0,0,0,0,0
ENSMUSG00000102654,0,0,0,0,0,0,0,0,0
ENSMUSG00000102655,0,0,0,0,0,0,0,0,0
ENSMUSG00000102656,0,0,0,0,0,0,0,0,0
ENSMUSG00000102657,0,0,0,2,0,1,0,0,0
ENSMUSG00000102658,0,0,0,0,0,0,0,0,0
ENSMUSG00000102659,1,1,6,10,10,4,2,4,11
