id	IRRP1	IRRP2	IRRP3	RP1	RP2	RP3	V1	V2	V3	symbol
ENSMUSG00000086711	0	0	0	0	0	0	0	0	0	Gm15482
ENSMUSG00000081119	0	0	0	0	0	0	0	0	0	Gm14601
ENSMUSG00000080321	0	0	0	0	0	0	0	0	0	Gm14644
ENSMUSG00000095284	0	0	0	0	0	0	0	0	0	Gm22550
ENSMUSG00000082817	0	0	0	0	0	0	0	0	0	Gm16428
ENSMUSG00000081477	0	0	0	0	0	0	0	0	0	Gm7916
ENSMUSG00000096308	0	0	0	0	0	0	0	0	0	Gm14598
ENSMUSG00000084070	0	0	0	0	0	0	0	0	0	Gm6591
ENSMUSG00000094698	0	0	0	0	0	0	0	0	0	Gm14596
ENSMUSG00000081638	0	0	0	0	0	0	0	0	0	Gm14594
ENSMUSG00000096468	0	0	0	0	0	0	0	0	0	Gm16405
ENSMUSG00000094714	0	0	0	0	0	0	0	0	0	Gm16430
ENSMUSG00000094975	0	0	0	0	0	0	0	0	0	Gm14595
ENSMUSG00000096376	0	0	0	0	0	0	0	0	0	Gm14590
ENSMUSG00000083069	0	0	0	0	0	0	0	0	0	Gm16431
ENSMUSG00000094423	0	0	0	0	0	0	0	0	0	Gm7950
ENSMUSG00000095890	0	0	0	0	0	0	0	0	0	Gm7958
ENSMUSG00000080889	0	0	0	0	0	0	0	0	0	Gm7974
ENSMUSG00000067909	0	0	0	0	0	0	0	0	0	Slxl1
ENSMUSG00000094317	0	0	0	0	0	0	0	0	0	Gm6660
ENSMUSG00000096127	0	0	0	0	0	0	0	0	0	Gm14625
ENSMUSG00000095398	0	0	0	0	0	0	0	0	0	Gm16404
ENSMUSG00000081298	0	0	0	0	0	0	0	0	0	Gm14622
ENSMUSG00000096374	0	0	0	0	0	0	0	0	0	Gm6664
ENSMUSG00000084369	0	0	0	0	0	0	0	0	0	Gm14626
ENSMUSG00000081706	0	0	0	0	0	0	0	0	0	Gm7927
ENSMUSG00000083249	0	0	0	0	0	0	0	0	0	Gm14623
ENSMUSG00000081089	0	0	0	0	0	0	0	0	0	Gm14624
ENSMUSG00000080383	0	0	0	0	0	0	0	0	0	Gm22103
ENSMUSG00000082606	0	0	0	0	0	0	0	0	0	Gm14638
ENSMUSG00000031125	1934	826	745	602	499	589	808	860	682	3830403N18Rik
ENSMUSG00000082253	5	4	9	1	7	0	1	2	2	Gm14639
ENSMUSG00000073177	5	0	0	0	0	0	0	0	0	Gm773
ENSMUSG00000081024	0	0	0	0	0	0	0	0	0	Gm14627
ENSMUSG00000085114	0	0	0	0	0	0	0	0	0	1600025M17Rik
ENSMUSG00000073176	51	114	148	148	125	165	108	152	135	Zfp449
ENSMUSG00000097288	0	0	0	1	0	0	0	0	0	Gm2155
ENSMUSG00000054850	2	1	7	2	6	7	13	3	4	Smim10l2a
ENSMUSG00000081620	0	0	0	0	0	0	0	0	0	Gm14633
ENSMUSG00000058932	0	0	0	0	0	0	0	0	0	Gm2174
ENSMUSG00000035967	132	277	441	627	526	690	223	425	293	Ints6l
ENSMUSG00000073173	0	0	0	0	0	0	0	0	0	Gm10477
ENSMUSG00000064016	0	2	2	3	4	0	0	0	3	Gm648
ENSMUSG00000061273	886	1273	1198	1326	1015	1389	997	1508	1095	Mmgt1
ENSMUSG00000092787	0	0	0	0	0	0	0	0	0	Mir5116
ENSMUSG00000060681	293	466	498	552	426	633	401	618	428	Slc9a6
ENSMUSG00000088394	0	0	0	0	0	0	0	0	0	Gm26312
ENSMUSG00000023092	116	142	215	26	223	76	39	90	86	Fhl1
ENSMUSG00000088944	0	0	0	0	0	0	0	0	0	Gm23258
ENSMUSG00000067878	0	4	3	3	1	3	5	0	1	Map7d3
ENSMUSG00000053852	0	0	0	0	0	0	0	0	0	Adgrg4
ENSMUSG00000031130	0	0	0	0	0	0	0	0	0	Brs3
ENSMUSG00000067873	1622	1692	1548	1745	1370	1707	1450	1714	1402	Htatsf1
ENSMUSG00000031131	0	0	0	0	0	0	0	0	0	Vgll1
ENSMUSG00000085808	0	0	0	0	0	0	0	0	0	Gm14718
ENSMUSG00000031132	0	0	1	0	0	0	0	0	0	Cd40lg
ENSMUSG00000031133	144	324	557	405	610	534	253	360	291	Arhgef6
ENSMUSG00000031134	1356	1652	1659	2049	1360	1941	1779	2582	1996	Rbmx
ENSMUSG00000065110	1	0	1	0	0	1	0	0	0	Snord61
ENSMUSG00000079584	8	0	1	4	0	6	0	71	51	Gm364
ENSMUSG00000036357	0	0	0	0	0	0	0	0	0	Gpr101
ENSMUSG00000081100	29	3	10	3	2	1	3	2	5	Gm14630
ENSMUSG00000081896	0	0	0	0	0	0	0	1	0	Gm5389
ENSMUSG00000084103	0	0	0	0	0	0	0	0	0	Gm14629
ENSMUSG00000080710	0	0	0	0	0	0	0	0	0	Gm8107
ENSMUSG00000084394	0	0	0	0	0	0	0	0	0	Gm8111
ENSMUSG00000083821	0	0	0	0	0	0	0	0	0	Gm14631
ENSMUSG00000093905	0	0	0	0	0	0	0	0	0	Gm25023
ENSMUSG00000067860	0	0	0	0	0	0	0	0	0	Zic3
ENSMUSG00000081837	0	0	0	0	0	0	0	0	0	Gm14649
ENSMUSG00000084044	0	0	0	0	0	0	0	0	0	Gm14647
ENSMUSG00000064728	0	0	0	0	0	0	0	0	0	Gm25851
ENSMUSG00000084305	0	0	0	0	0	0	0	0	0	Gm14645
ENSMUSG00000081373	10	12	18	10	7	10	1	5	13	Gm16436
ENSMUSG00000083982	2	0	1	2	1	1	1	1	1	Gm14650
ENSMUSG00000083843	0	0	0	0	0	0	0	0	0	Gm7071
ENSMUSG00000105997	0	0	0	0	0	0	0	0	0	Gm44333
ENSMUSG00000046180	0	0	0	0	0	0	0	0	0	4930550L24Rik
ENSMUSG00000031137	0	0	0	0	0	0	0	0	0	Fgf13
ENSMUSG00000088157	0	0	0	0	0	0	0	0	0	Gm26351
ENSMUSG00000070110	0	0	0	0	0	0	0	0	0	Mir504
ENSMUSG00000088647	0	0	0	0	0	0	0	0	0	Gm26487
ENSMUSG00000081209	0	0	0	0	0	0	0	0	0	Gm14890
ENSMUSG00000105367	0	0	0	0	0	0	0	0	0	Gm44500
ENSMUSG00000105409	0	0	0	0	0	0	0	0	0	Gm44318
ENSMUSG00000083366	0	0	0	0	0	0	0	0	0	Gm14887
ENSMUSG00000031138	0	0	1	0	0	2	0	0	0	F9
ENSMUSG00000046993	13	7	27	3	14	6	4	4	9	Gm5637
ENSMUSG00000081341	0	0	0	0	0	0	0	0	0	Gm14891
ENSMUSG00000031139	0	0	0	0	0	0	0	0	0	Mcf2
ENSMUSG00000062949	260	676	659	784	725	803	510	937	671	Atp11c
ENSMUSG00000094896	0	0	0	0	0	0	0	0	0	Gm22287
ENSMUSG00000070081	0	2	0	0	0	3	0	0	0	Mir505
ENSMUSG00000079583	0	0	0	0	0	0	0	0	0	Gm7073
ENSMUSG00000082226	0	0	0	0	0	0	0	0	0	Gm715
ENSMUSG00000067835	0	0	0	0	0	0	0	0	0	Gm14661
ENSMUSG00000081729	9	9	24	9	13	3	14	8	13	Hspa9-ps1
ENSMUSG00000086562	0	0	0	0	0	0	0	0	0	Gm14651
ENSMUSG00000083463	0	0	0	0	0	0	0	0	0	Gm4909
ENSMUSG00000084331	3	0	6	3	1	1	1	0	5	Gm8163
ENSMUSG00000081891	0	0	0	0	0	0	0	0	0	Gm14660
ENSMUSG00000045179	0	0	0	0	0	0	0	0	0	Sox3
ENSMUSG00000087565	0	0	0	0	0	0	0	0	0	Gm14662
ENSMUSG00000086577	0	0	0	0	0	0	0	0	0	Gm7076
ENSMUSG00000081323	0	0	0	2	0	0	0	0	0	Rpl7l1-ps1
ENSMUSG00000087401	0	0	0	0	0	0	0	0	0	Gm14664
ENSMUSG00000083543	0	0	0	0	0	0	0	0	0	Gm14663
ENSMUSG00000071753	0	0	0	0	0	0	0	0	0	C230004F18Rik
ENSMUSG00000080555	0	0	0	0	0	0	0	0	0	Gm24396
ENSMUSG00000090546	0	0	0	0	0	0	0	0	0	Cdr1
ENSMUSG00000082092	0	0	0	0	0	0	0	0	0	Gm14665
ENSMUSG00000083343	0	0	0	0	0	0	0	0	0	Gm14666
ENSMUSG00000080910	0	0	0	0	0	0	0	0	0	Gm14821
ENSMUSG00000083158	0	0	0	0	0	0	0	0	0	Gm14655
ENSMUSG00000057615	0	0	0	0	0	0	0	0	0	Ldoc1
ENSMUSG00000050900	2	4	6	8	14	9	6	7	6	Gm7327
ENSMUSG00000082467	0	0	0	2	0	0	0	0	0	Gm6743
ENSMUSG00000096222	0	0	0	0	0	0	0	0	0	Gm25412
ENSMUSG00000081409	0	0	0	0	0	0	0	0	0	Gm8215
ENSMUSG00000083617	0	0	0	0	0	0	0	0	0	Gm5390
ENSMUSG00000082168	0	0	0	0	0	0	0	0	0	Gm14656
ENSMUSG00000083576	0	0	0	0	0	0	0	0	0	Gm16411
ENSMUSG00000045330	0	0	0	0	0	0	0	0	0	4933402E13Rik
ENSMUSG00000082125	0	0	0	0	0	0	0	0	0	Gm14679
ENSMUSG00000031194	0	0	0	0	0	0	0	0	0	4931400O07Rik
ENSMUSG00000085757	0	0	0	0	0	0	0	0	0	Tslrn1
ENSMUSG00000081001	0	0	0	0	0	0	0	0	0	Gm14678
ENSMUSG00000081765	0	0	0	0	0	0	0	0	0	Gm14677
ENSMUSG00000081752	15	11	5	16	6	8	11	20	12	Sms-ps
ENSMUSG00000082620	0	0	0	0	0	0	0	0	0	Gm8244
ENSMUSG00000082965	0	0	0	0	0	0	0	0	0	Gm6754
ENSMUSG00000081269	0	0	0	0	0	0	0	0	0	Gm14659
ENSMUSG00000084396	0	0	0	0	0	0	0	0	0	Gm14657
ENSMUSG00000083346	0	0	0	0	0	0	0	0	0	Gm8260
ENSMUSG00000079579	0	0	0	0	0	0	0	0	0	Gm6760
ENSMUSG00000031179	0	0	0	0	0	0	0	0	0	3830417A13Rik
ENSMUSG00000046699	0	0	0	0	0	0	0	0	0	Slitrk4
ENSMUSG00000084459	0	0	0	0	0	0	0	0	0	Gm24598
ENSMUSG00000082269	0	0	0	0	0	0	0	0	0	Gm14676
ENSMUSG00000065903	0	0	0	0	0	0	0	0	0	Gm26111
ENSMUSG00000083084	0	0	0	0	0	0	0	0	0	Gm14667
ENSMUSG00000081514	0	0	0	0	0	0	0	0	0	Gm14673
ENSMUSG00000031181	0	0	0	0	0	0	0	0	0	Ctag2
ENSMUSG00000080828	0	0	0	0	0	0	0	0	0	Gm14669
ENSMUSG00000083074	0	0	0	0	0	0	0	0	0	Gm14670
ENSMUSG00000083243	0	0	0	0	0	0	0	0	0	Gm14668
ENSMUSG00000083570	0	0	0	0	0	0	0	0	0	Gm14671
ENSMUSG00000082863	0	0	0	0	0	0	0	0	0	Gm14674
ENSMUSG00000031182	0	0	0	0	0	0	0	0	0	4930447F04Rik
ENSMUSG00000089398	0	0	0	0	0	0	0	0	0	Gm23028
ENSMUSG00000036790	0	0	0	0	0	0	0	0	0	Slitrk2
ENSMUSG00000087708	0	0	0	0	0	0	0	0	0	Gm23000
ENSMUSG00000084074	0	0	0	0	0	0	0	0	0	Gm8310
ENSMUSG00000077127	0	0	0	0	0	0	0	0	0	Mir743
ENSMUSG00000094184	0	0	0	0	0	0	0	0	0	Mir743b
ENSMUSG00000081603	198	143	191	156	119	83	91	88	136	Gm14681
ENSMUSG00000077092	0	0	0	0	0	0	0	0	0	Mir742
ENSMUSG00000078017	0	0	0	0	0	0	0	0	0	Mir883a
ENSMUSG00000078024	0	0	0	0	0	0	0	0	0	Mir883b
ENSMUSG00000070104	0	0	0	0	0	0	0	0	0	Mir471
ENSMUSG00000077119	0	0	0	0	0	0	0	0	0	Mir741
ENSMUSG00000070078	0	0	0	0	0	0	0	0	0	Mir463
ENSMUSG00000078002	0	0	0	0	0	0	0	0	0	Mir880
ENSMUSG00000077872	0	0	0	0	0	0	0	0	0	Mir878
ENSMUSG00000078038	0	0	0	0	0	0	0	0	0	Mir881
ENSMUSG00000096628	0	0	0	0	0	0	0	0	0	Mir871
ENSMUSG00000070073	0	0	0	0	0	0	0	0	0	Mir470
ENSMUSG00000106642	0	0	0	0	0	0	0	0	0	Mir465d
ENSMUSG00000095782	0	0	0	0	0	0	0	0	0	Mir465c-1
ENSMUSG00000094894	0	0	0	0	0	0	0	0	0	Mir465b-1
ENSMUSG00000095006	0	0	0	0	0	0	0	0	0	Mir465c-2
ENSMUSG00000096504	0	0	0	0	0	0	0	0	0	Mir465b-2
ENSMUSG00000070071	0	0	0	0	0	0	0	0	0	Mir465
ENSMUSG00000080795	0	0	0	0	0	2	0	0	0	Gm6783
ENSMUSG00000081442	0	0	0	0	0	0	0	0	0	Gm14682
ENSMUSG00000081598	0	0	0	0	0	0	0	0	0	Gm8312
ENSMUSG00000086185	0	0	0	0	0	0	0	0	0	1700036O09Rik
ENSMUSG00000087724	0	0	0	0	0	0	0	0	0	Gm26276
ENSMUSG00000083010	0	0	0	0	0	0	0	0	0	Gm14687
ENSMUSG00000079578	0	0	0	0	0	0	0	0	0	Gm1140
ENSMUSG00000079577	0	0	0	0	0	0	0	0	0	Gm14692
ENSMUSG00000082621	0	0	0	0	0	0	0	0	0	Rpl7a-ps13
ENSMUSG00000025288	0	0	0	0	0	0	0	0	0	4933436I01Rik
ENSMUSG00000065404	0	0	0	0	0	0	0	0	0	Mir201
ENSMUSG00000076005	0	0	0	0	0	0	0	0	0	Mir547
ENSMUSG00000083709	0	0	0	0	0	0	0	0	0	Gm14688
ENSMUSG00000106233	0	0	0	0	0	0	0	0	0	Mir509
ENSMUSG00000082202	0	0	0	0	0	0	0	0	0	Gm4910
ENSMUSG00000083912	10	3	1	1	1	0	4	1	3	Gm5391
ENSMUSG00000082794	0	0	0	0	0	0	0	0	0	Gm6806
ENSMUSG00000088697	0	0	0	0	0	0	0	0	0	Gm22332
ENSMUSG00000082162	0	0	0	0	0	0	0	0	0	Gm14701
ENSMUSG00000081084	0	0	0	0	0	0	0	1	0	Gm5638
ENSMUSG00000096946	5	5	6	2	10	7	4	7	4	Fmr1os
ENSMUSG00000099108	0	0	0	0	0	0	0	0	0	Gm27979
ENSMUSG00000098736	0	0	0	0	0	0	0	0	0	Gm27838
ENSMUSG00000000838	1108	2161	2131	2418	2029	2357	1772	2856	2222	Fmr1
ENSMUSG00000089177	0	0	0	0	1	1	0	0	0	Gm22435
ENSMUSG00000062170	5	0	1	9	5	7	0	0	2	Fmr1nb
ENSMUSG00000083046	0	0	1	0	0	0	0	0	0	Gm14699
ENSMUSG00000071748	31	26	16	29	39	42	29	31	24	Gm14698
ENSMUSG00000056815	0	0	0	0	0	0	0	0	0	Gm6812
ENSMUSG00000082228	0	0	0	0	0	0	0	0	0	Gm8344
ENSMUSG00000065689	0	0	0	0	0	0	0	0	0	n-R5s7
ENSMUSG00000086676	0	0	0	0	0	0	0	0	0	Gm14705
ENSMUSG00000031189	0	0	0	0	0	0	0	0	0	Aff2
ENSMUSG00000082926	8	15	12	12	10	7	12	2	10	Gm8172
ENSMUSG00000100511	0	0	0	0	0	0	0	0	0	1700111N16Rik
ENSMUSG00000059690	0	0	0	0	0	0	0	0	0	1700020N15Rik
ENSMUSG00000035847	341	861	972	883	992	949	643	901	662	Ids
ENSMUSG00000045237	515	312	311	252	142	273	285	245	237	1110012L19Rik
ENSMUSG00000073141	0	0	0	0	0	0	0	0	0	4930567H17Rik
ENSMUSG00000081199	0	3	0	3	0	0	0	0	0	Gm16407
ENSMUSG00000082538	0	0	0	0	0	0	0	0	0	Gm14704
ENSMUSG00000084193	0	2	7	1	2	1	1	0	3	Gm6823
ENSMUSG00000086989	0	0	0	0	0	0	0	0	0	Gm16441
ENSMUSG00000082770	0	0	0	0	0	0	0	0	0	Gm14722
ENSMUSG00000082713	0	0	0	0	0	0	0	0	0	Gm14721
ENSMUSG00000073139	245	617	660	546	468	596	579	769	571	Tmem185a
ENSMUSG00000083747	0	0	0	0	0	0	0	0	0	Gm14727
ENSMUSG00000083784	0	0	0	0	0	0	0	0	0	Gm14729
ENSMUSG00000087325	0	0	0	0	0	0	0	0	0	Gm6038
ENSMUSG00000082336	0	0	1	4	2	1	1	0	2	Gm8401
ENSMUSG00000080843	0	0	0	0	0	0	0	0	0	Gm14726
ENSMUSG00000083119	0	0	0	0	0	0	0	0	0	Gm14724
ENSMUSG00000082652	0	0	0	0	0	0	0	0	0	Gm14725
ENSMUSG00000082083	0	0	0	0	0	0	0	0	0	Gm14728
ENSMUSG00000081464	0	0	0	0	0	0	0	0	0	Gm14732
ENSMUSG00000082822	0	0	0	0	0	0	0	0	0	Gm14731
ENSMUSG00000084185	0	0	0	0	0	0	0	0	0	Rplp1-ps1
ENSMUSG00000077275	0	0	0	0	0	0	0	0	0	Gm22785
ENSMUSG00000083406	0	0	0	0	0	0	0	0	0	Gm8410
ENSMUSG00000080938	0	0	0	0	0	0	0	0	0	Gm6062
ENSMUSG00000059401	0	1	14	5	7	17	4	3	5	Mamld1
ENSMUSG00000077309	0	0	0	0	0	0	0	0	0	n-R5s8
ENSMUSG00000082262	3	11	7	10	3	4	2	3	3	Gm14730
ENSMUSG00000031337	89	138	189	167	135	162	99	142	115	Mtm1
ENSMUSG00000015214	355	935	973	964	594	876	637	918	676	Mtmr1
ENSMUSG00000035776	707	985	980	990	851	985	770	1024	920	Cd99l2
ENSMUSG00000085284	0	0	0	0	0	0	0	0	0	Gm16189
ENSMUSG00000084114	0	0	0	0	0	0	0	0	0	Gm8421
ENSMUSG00000094123	0	0	0	0	0	0	0	0	0	Gm23945
ENSMUSG00000015217	1546	1426	1694	1279	856	1244	1666	1459	1290	Hmgb3
ENSMUSG00000056380	93	118	120	54	40	42	211	2535	1623	Gpr50
ENSMUSG00000082337	0	0	0	0	0	0	0	0	0	Gm14723
ENSMUSG00000083411	24	11	22	8	18	3	10	3	3	Rpl30-ps10
ENSMUSG00000073131	2181	1760	1733	2246	1415	2060	1346	2258	1634	Vma21
ENSMUSG00000073130	7	18	32	17	10	9	11	14	13	Gm1141
ENSMUSG00000033361	38	94	83	140	72	115	93	136	134	Prrg3
ENSMUSG00000053593	0	0	0	0	0	1	0	1	0	Fate1
ENSMUSG00000005864	0	0	2	2	0	4	2	0	0	Cnga2
ENSMUSG00000033343	0	0	0	0	0	0	0	0	0	Magea4
ENSMUSG00000114356	0	0	0	0	0	0	0	0	0	Gm47265
ENSMUSG00000031340	0	1	0	0	13	6	0	0	0	Gabre
ENSMUSG00000065542	0	0	0	0	0	0	0	0	0	Mir224
ENSMUSG00000070138	0	0	0	0	0	0	0	0	0	Mir452
ENSMUSG00000043453	0	0	0	0	0	0	0	0	0	Magea10
ENSMUSG00000031343	0	0	2	0	32	8	0	2	0	Gabra3
ENSMUSG00000081471	0	0	0	0	0	0	0	0	0	Gm14735
ENSMUSG00000076455	0	0	0	0	0	0	0	0	0	Mir767
ENSMUSG00000077847	0	0	0	0	0	0	0	0	0	Mir105
ENSMUSG00000065199	0	0	0	0	0	0	0	0	0	Gm23461
ENSMUSG00000082657	0	0	0	0	0	0	0	0	0	Gm14736
ENSMUSG00000031344	0	0	0	0	0	0	0	0	0	Gabrq
ENSMUSG00000090089	0	0	0	0	0	0	0	0	0	Magea9-ps
ENSMUSG00000031347	1499	705	794	683	570	631	649	677	547	Cetn2
ENSMUSG00000031349	154	450	538	338	292	348	394	542	420	Nsdhl
ENSMUSG00000084944	0	0	0	0	0	0	0	0	0	Gm14684
ENSMUSG00000031351	141	315	248	106	258	125	164	54	98	Zfp185
ENSMUSG00000089357	0	0	0	0	0	0	0	0	0	Mir2137
ENSMUSG00000050424	0	8	0	80	7	66	1	24	20	Pnma5
ENSMUSG00000109025	0	0	0	0	0	0	0	0	0	Gm6858
ENSMUSG00000046287	0	0	0	1	0	0	0	0	0	Pnma3
ENSMUSG00000079845	34	13	17	10	22	15	10	8	6	Xlr4a
ENSMUSG00000057836	358	310	338	502	303	464	323	435	322	Xlr3a
ENSMUSG00000092255	0	0	1	0	0	0	0	0	0	Gm20455
ENSMUSG00000058328	0	0	0	0	0	0	0	0	0	Xlr5a
ENSMUSG00000067771	0	0	0	0	0	0	0	0	0	Gm14685
ENSMUSG00000071745	0	0	0	0	0	0	0	0	0	DXBay18
ENSMUSG00000072479	0	0	0	0	0	0	0	0	0	Xlr5b
ENSMUSG00000079566	0	0	0	0	0	0	0	0	0	Spin2d
ENSMUSG00000073125	702	650	699	907	595	918	652	968	596	Xlr3b
ENSMUSG00000067768	592	384	392	371	401	410	281	472	336	Xlr4b
ENSMUSG00000078317	100	88	122	97	116	95	101	73	74	F8a
ENSMUSG00000031362	9	6	13	6	25	4	7	18	12	Xlr4c
ENSMUSG00000058147	1576	1218	1268	1455	994	1368	1220	1477	1251	Xlr3c
ENSMUSG00000067764	0	0	0	0	0	0	0	0	0	Xlr5c
ENSMUSG00000082629	0	0	0	0	0	0	0	0	0	Gm5639
ENSMUSG00000081253	0	0	0	0	0	0	0	0	0	Gm8501
ENSMUSG00000109368	0	0	0	0	0	0	0	0	0	Gm45015
ENSMUSG00000031365	380	983	975	1186	997	1059	616	1331	1027	Zfp275
ENSMUSG00000096966	0	0	3	3	0	1	1	1	0	Gm18336
ENSMUSG00000097110	0	0	0	0	0	0	0	0	0	Gm26726
ENSMUSG00000103141	0	0	0	0	0	0	0	0	0	Gm37741
ENSMUSG00000031374	0	1	1	0	0	1	0	0	2	Zfp92
ENSMUSG00000031372	0	0	0	0	0	0	0	0	0	Trex2
ENSMUSG00000031371	813	522	561	583	372	518	467	550	411	Haus7
ENSMUSG00000031375	1987	4878	4876	3550	4009	3713	3004	1716	1830	Bgn
ENSMUSG00000031376	0	4	1	44	0	26	1	4	0	Atp2b3
ENSMUSG00000031383	220	563	602	1003	672	916	442	341	355	Dusp9
ENSMUSG00000002012	368	202	206	127	183	163	113	114	151	Pnck
ENSMUSG00000019558	576	1059	1088	1448	707	1361	1063	1502	1165	Slc6a8
ENSMUSG00000002015	2400	1973	2118	2038	1835	2024	1799	1980	1610	Bcap31
ENSMUSG00000031378	125	514	774	590	403	586	490	496	387	Abcd1
ENSMUSG00000088823	0	0	0	0	0	0	0	0	0	Gm25226
ENSMUSG00000031385	0	1	22	17	13	5	8	1	5	Plxnb3
ENSMUSG00000002007	14	12	12	25	53	25	2	14	10	Srpk3
ENSMUSG00000002010	2169	2351	2495	1976	1880	1881	2114	2642	2130	Idh3g
ENSMUSG00000002014	1167	1102	1319	1057	718	1014	1322	1459	1202	Ssr4
ENSMUSG00000002006	819	924	807	731	726	680	735	881	745	Pdzd4
ENSMUSG00000085669	0	1	7	10	1	4	3	3	4	Gm14817
ENSMUSG00000064536	0	0	0	0	0	1	2	2	0	Gm23615
ENSMUSG00000031391	5	6	40	13	19	14	5	8	5	L1cam
ENSMUSG00000031389	24	61	247	106	188	106	23	48	33	Arhgap4
ENSMUSG00000031390	0	0	2	3	5	2	1	1	0	Avpr2
ENSMUSG00000031388	1830	833	887	1199	689	1074	921	868	821	Naa10
ENSMUSG00000031387	1166	547	711	708	555	668	716	929	755	Renbp
ENSMUSG00000031386	1385	6888	7329	8434	8094	8920	4955	8919	6616	Hcfc1
ENSMUSG00000080829	0	1	0	0	0	0	1	4	3	Gm8545
ENSMUSG00000031392	748	1952	2344	1268	1735	1557	1527	2468	1991	Irak1
ENSMUSG00000092907	0	0	0	0	0	0	0	0	0	Mir5132
ENSMUSG00000076127	0	0	0	0	0	0	0	0	0	Mir718
ENSMUSG00000031393	574	1655	1740	2173	1923	2235	1147	2442	1728	Mecp2
ENSMUSG00000031394	0	0	1	0	0	0	0	0	2	Opn1mw
ENSMUSG00000081118	2	1	2	6	10	5	5	0	8	Gm6758
ENSMUSG00000062564	0	0	0	0	0	0	0	0	0	Tex28
ENSMUSG00000084131	47	27	51	29	34	23	35	22	43	Rpl3-ps2
ENSMUSG00000031397	0	1	4	0	0	1	0	2	0	Tktl1
ENSMUSG00000031328	4163	13437	15724	12231	15299	13982	10596	13959	10984	Flna
ENSMUSG00000001964	758	1759	1847	1910	1192	1711	1782	1720	1762	Emd
ENSMUSG00000081375	0	0	0	0	0	0	0	0	0	Gm14686
ENSMUSG00000008682	33691	22963	25078	22095	19298	22296	23022	25764	22362	Rpl10
ENSMUSG00000064981	0	0	0	0	0	0	0	0	0	Snora70
ENSMUSG00000019088	165	126	285	195	179	206	186	178	135	Dnase1l1
ENSMUSG00000099226	0	0	0	0	0	0	0	0	0	Mir7091
ENSMUSG00000084271	0	0	0	1	0	0	1	0	0	Gm14846
ENSMUSG00000009995	644	610	824	713	745	787	494	749	579	Taz
ENSMUSG00000019087	1530	1705	2070	2626	1913	2461	1643	1995	1640	Atp6ap1
ENSMUSG00000015291	1936	1822	2018	1956	2061	1908	1459	2078	1693	Gdi1
ENSMUSG00000001962	1329	1114	1119	1253	687	1251	1179	1408	1211	Fam50a
ENSMUSG00000106409	0	0	0	0	0	0	0	0	0	Mir7092
ENSMUSG00000031398	422	1182	1396	1780	1187	1753	744	1574	1214	Plxna3
ENSMUSG00000015289	778	633	597	690	382	616	773	764	622	Lage3
ENSMUSG00000015290	937	1187	1318	1357	739	1202	1107	1258	973	Ubl4a
ENSMUSG00000032806	82	182	176	204	129	198	145	194	135	Slc10a3
ENSMUSG00000031399	285	453	508	430	304	415	428	540	385	Fam3a
ENSMUSG00000004221	536	992	1042	909	868	1096	737	1346	947	Ikbkg
ENSMUSG00000031400	403	1415	1455	1636	877	1481	1259	1568	1292	G6pdx
ENSMUSG00000079536	1	0	2	1	1	1	0	0	6	Gm6880
ENSMUSG00000082707	0	0	0	0	0	0	0	0	0	Gm6881
ENSMUSG00000083283	6	2	12	2	7	2	4	7	2	Gm15361
ENSMUSG00000083768	0	0	0	0	0	0	0	0	0	Gm15362
ENSMUSG00000082447	0	0	0	0	0	0	0	0	0	Gm15364
ENSMUSG00000065291	0	0	0	0	0	0	0	0	0	Gm26125
ENSMUSG00000085066	0	0	0	0	0	0	0	0	0	Gm4989
ENSMUSG00000043715	0	0	0	0	0	0	0	0	0	Olfr1326-ps1
ENSMUSG00000051706	0	0	0	0	0	0	0	0	0	Olfr1325
ENSMUSG00000077462	0	0	0	0	0	0	0	0	0	Gm26417
ENSMUSG00000079534	0	3	0	0	0	0	0	0	0	Gm5640
ENSMUSG00000081804	0	0	0	0	0	0	0	0	0	Xlr5d-ps
ENSMUSG00000080072	0	0	0	0	0	0	0	0	0	Spin2-ps2
ENSMUSG00000083847	0	0	1	0	0	0	0	1	0	Xlr3d-ps
ENSMUSG00000080777	6	1	1	4	3	0	0	1	4	Gm15365
ENSMUSG00000065859	0	0	0	0	0	0	0	0	0	Gm22351
ENSMUSG00000084066	0	0	1	0	0	0	1	1	0	Xlr4d-ps
ENSMUSG00000079532	0	0	0	0	0	0	0	0	0	Gm6890
ENSMUSG00000082288	0	0	0	0	0	0	0	0	0	Gm14755
ENSMUSG00000082427	0	0	0	0	0	0	0	0	0	Olfr1327-ps1
ENSMUSG00000082910	0	0	0	0	0	0	0	0	0	Gm14758
ENSMUSG00000081814	0	0	0	0	0	0	0	0	0	Gm14695
ENSMUSG00000082170	0	0	0	0	0	0	0	0	0	Gm8617
ENSMUSG00000086081	0	0	0	0	0	0	0	0	0	Spin2-ps3
ENSMUSG00000081612	0	0	0	0	0	0	0	0	0	Xlr5e-ps
ENSMUSG00000079531	0	0	0	0	0	0	0	0	0	Gm5936
ENSMUSG00000080822	0	0	0	0	0	0	0	0	0	Gm14694
ENSMUSG00000081832	0	0	0	0	0	0	0	0	0	Gm6897
ENSMUSG00000080193	0	0	0	0	0	0	0	0	0	Gm14756
ENSMUSG00000085877	0	0	0	0	0	0	0	0	0	Spin2-ps4
