gene,SJ1,SJ10,SJ11,SJ12,SJ2,SJ3,SJ4,SJ5,SJ6,SJ7,SJ8,SJ9
ENSMUSG00000114841,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114842,9,1,6,0,4,0,0,1,0,0,10,1
ENSMUSG00000114843,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114844,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114845,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114846,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114847,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114848,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114849,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114850,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114851,0,0,0,0,5,0,2,0,0,0,0,0
ENSMUSG00000114852,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114853,0,0,7,5,0,0,13,0,0,4,0,0
ENSMUSG00000114854,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114855,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114856,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114857,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114858,3,2,0,0,0,6,0,0,2,0,0,0
ENSMUSG00000114859,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114860,0,0,0,9,0,0,0,0,0,0,0,0
ENSMUSG00000114861,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114862,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000114863,0,0,5,0,2,0,3,0,0,0,0,0
ENSMUSG00000114864,0,0,5,3,0,0,0,1,0,0,0,1
ENSMUSG00000114865,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114866,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114867,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114868,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114869,5,0,0,0,2,0,0,0,1,0,0,0
ENSMUSG00000114870,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114871,65,78,100,107,96,166,115,117,133,142,61,66
ENSMUSG00000114872,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114873,0,0,0,0,0,0,0,1,0,4,0,0
ENSMUSG00000114874,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114875,10,2,2,10,0,2,0,0,0,2,14,1
ENSMUSG00000114876,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114877,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114878,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114879,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114880,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114881,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114882,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114883,0,0,0,0,0,0,0,4,0,2,0,0
ENSMUSG00000114884,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114885,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114886,2,1,0,1,1,1,1,0,0,2,0,0
ENSMUSG00000114887,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114888,0,0,0,0,0,0,0,0,0,0,0,3
ENSMUSG00000114889,0,0,0,0,0,0,0,0,0,0,0,2
ENSMUSG00000114890,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114891,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114892,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114893,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000114894,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114895,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114896,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114897,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114898,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114899,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114900,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114901,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114902,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114903,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114904,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114905,1,0,0,0,0,0,0,0,0,0,105,0
ENSMUSG00000114906,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114907,0,6,1,2,0,0,1,1,1,3,0,3
ENSMUSG00000114908,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114909,0,0,1,0,0,0,0,0,0,0,0,1
ENSMUSG00000114910,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114911,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114912,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114913,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114914,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114915,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114916,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114917,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114918,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114919,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114920,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114921,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114922,9,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114923,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114924,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114925,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114926,0,0,0,1,0,0,0,3,0,0,0,0
ENSMUSG00000114927,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114928,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114929,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114930,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114931,0,0,0,0,3,0,0,0,0,0,0,0
ENSMUSG00000114932,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000114933,13,2,3,2,15,9,4,12,1,19,12,8
ENSMUSG00000114934,1,0,0,0,0,0,0,0,0,7,0,0
ENSMUSG00000114935,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114936,0,0,0,0,0,2,6,0,0,0,0,0
ENSMUSG00000114937,1,0,0,2,1,6,0,0,0,2,11,0
ENSMUSG00000114938,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114939,4,0,3,5,4,12,0,0,0,4,2,0
ENSMUSG00000114940,0,12,0,0,2,1,0,0,6,0,16,0
ENSMUSG00000114941,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114942,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114943,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114944,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114945,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114946,0,5,0,1,0,3,0,0,1,0,0,1
ENSMUSG00000114947,0,2,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114948,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114949,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114950,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114951,0,0,0,2,0,0,1,0,0,0,0,0
ENSMUSG00000114952,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114953,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114954,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114955,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114956,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114957,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114958,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114959,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114960,1,0,4,0,0,5,0,3,2,7,0,0
ENSMUSG00000114961,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114962,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114963,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114964,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114965,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114966,0,0,0,0,0,3,0,0,0,0,0,0
ENSMUSG00000114967,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114968,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000114969,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114970,10,24,55,39,19,34,41,42,31,27,12,17
ENSMUSG00000114971,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114972,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114973,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114974,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114975,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114976,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114977,0,0,0,0,0,0,0,2,0,0,0,0
ENSMUSG00000114978,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114979,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114980,11,3,35,13,10,2,9,16,18,19,15,12
ENSMUSG00000114981,0,0,0,0,0,0,0,0,0,7,0,0
ENSMUSG00000114982,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114983,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114984,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114985,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114986,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114987,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114988,0,0,5,0,0,0,1,0,0,0,0,4
ENSMUSG00000114989,1,0,0,0,0,0,0,0,0,0,8,0
ENSMUSG00000114990,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114991,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114992,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114993,1,0,0,1,1,1,1,0,0,4,0,1
ENSMUSG00000114994,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114995,28,20,19,36,27,34,46,20,15,55,39,24
ENSMUSG00000114996,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114997,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114998,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114999,0,0,0,0,0,0,0,2,0,1,0,0
ENSMUSG00000115000,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115001,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115002,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115003,1,3,7,5,1,0,0,2,0,7,0,0
ENSMUSG00000115004,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115005,0,0,0,0,0,0,0,0,2,0,0,0
ENSMUSG00000115006,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115007,21,42,64,49,32,24,43,38,60,33,53,36
ENSMUSG00000115008,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115009,0,1,0,0,0,0,0,3,0,0,19,0
ENSMUSG00000115010,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000115011,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115012,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115013,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115014,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000115015,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115016,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115017,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115018,145,71,130,171,118,78,0,133,103,127,97,179
ENSMUSG00000115019,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115020,21,12,13,7,6,22,22,18,12,19,36,6
ENSMUSG00000115021,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115022,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115023,15,17,14,17,6,14,25,19,21,13,12,16
ENSMUSG00000115024,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115025,1,0,0,0,0,0,0,0,0,0,0,2
ENSMUSG00000115026,29,22,19,19,12,10,14,10,17,11,7,37
ENSMUSG00000115027,85,38,111,130,43,92,104,65,68,101,181,68
ENSMUSG00000115028,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115029,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115030,7,0,17,16,15,8,13,3,4,3,6,9
ENSMUSG00000115031,3,0,0,0,0,0,0,0,0,0,0,5
ENSMUSG00000115032,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115033,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115034,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115035,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115036,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115037,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115038,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115039,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115040,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115041,0,2,3,0,0,0,0,0,0,0,0,2
ENSMUSG00000115042,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115043,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115044,7,0,7,13,8,17,3,3,7,15,0,0
ENSMUSG00000115045,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115046,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115047,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115048,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115049,191,195,169,225,152,164,211,132,151,155,216,154
ENSMUSG00000115050,0,4,0,0,0,0,2,0,0,0,0,0
ENSMUSG00000115051,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115052,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115053,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115054,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115056,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115057,0,0,2,3,1,2,0,2,3,0,11,0
ENSMUSG00000115058,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115059,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115060,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115061,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115062,0,0,0,0,0,0,0,0,0,0,0,4
ENSMUSG00000115063,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115064,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115065,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115066,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115067,23,8,0,6,36,7,11,0,0,90,66,3
ENSMUSG00000115068,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115069,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000115070,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000115071,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115072,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115073,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115074,0,19,14,24,21,3,0,6,29,9,0,23
ENSMUSG00000115075,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115076,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115077,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115079,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115080,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115081,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115082,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115083,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115084,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115085,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115086,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000115087,3,0,0,0,0,5,0,0,5,0,0,0
ENSMUSG00000115088,12,5,12,6,15,9,18,10,16,14,19,13
ENSMUSG00000115089,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115090,1,2,0,0,1,5,5,4,0,4,0,0
ENSMUSG00000115091,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115092,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115093,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115094,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115095,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115096,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115097,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115098,0,0,0,0,0,1,0,2,0,0,5,0
ENSMUSG00000115099,18,1,18,27,4,23,21,11,9,16,6,6
ENSMUSG00000115100,0,1,2,0,0,2,0,1,0,0,0,0
ENSMUSG00000115101,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115102,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115103,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115104,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115105,22,8,10,8,11,22,5,16,6,17,25,18
ENSMUSG00000115106,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115107,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115108,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115109,1,3,5,0,12,6,10,3,6,0,0,3
ENSMUSG00000115110,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115111,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115112,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115113,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115114,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115115,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115116,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115117,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115118,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115119,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115120,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115121,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115122,0,0,0,0,0,0,0,0,0,0,17,0
ENSMUSG00000115123,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115124,5,5,4,8,8,7,2,0,3,4,0,17
ENSMUSG00000115125,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115126,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115127,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115128,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115129,1,0,0,0,0,0,1,0,2,0,1,0
ENSMUSG00000115130,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115131,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115132,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115133,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115134,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115135,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115136,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115137,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115138,2,0,0,0,0,0,0,0,0,4,1,7
ENSMUSG00000115139,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115140,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115141,0,0,0,2,0,0,0,0,0,0,0,0
ENSMUSG00000115142,9,3,0,4,0,2,0,2,3,0,12,0
ENSMUSG00000115143,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115144,17,12,17,30,4,13,10,14,23,6,3,16
ENSMUSG00000115145,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000115146,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115147,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000115148,5,0,0,0,2,5,1,1,1,4,13,0
ENSMUSG00000115149,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115150,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115151,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115152,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115153,0,0,0,0,0,3,0,0,0,0,0,1
ENSMUSG00000115154,0,0,0,7,0,0,0,0,0,0,0,0
ENSMUSG00000115155,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115156,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115157,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115158,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115159,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115160,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115161,0,0,0,0,0,0,0,4,0,0,0,0
ENSMUSG00000115162,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115163,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115164,2,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115165,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115166,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115167,32,60,66,0,62,74,26,49,74,103,89,29
ENSMUSG00000115168,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115169,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115170,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115171,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115172,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115173,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115174,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115175,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115176,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115177,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115178,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115179,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115180,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115181,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115182,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115183,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115184,5,0,2,0,3,7,3,7,0,2,1,1
ENSMUSG00000115185,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115186,1,4,3,5,0,4,5,4,4,5,4,11
ENSMUSG00000115187,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115188,1,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000115190,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115191,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115192,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115193,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000115194,3,4,3,0,0,0,0,0,0,3,0,0
ENSMUSG00000115195,0,0,0,0,0,0,0,0,0,0,14,0
ENSMUSG00000115196,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115197,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115198,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115199,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115200,0,3,6,8,1,6,7,4,3,11,6,7
ENSMUSG00000115201,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115202,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115203,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115204,0,0,0,0,0,0,0,0,0,0,0,4
ENSMUSG00000115205,3,9,6,7,1,5,8,6,12,4,4,8
ENSMUSG00000115206,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115207,1,0,4,0,0,0,3,2,0,0,0,0
ENSMUSG00000115208,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115209,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115210,0,4,3,3,7,8,0,0,2,8,18,5
ENSMUSG00000115211,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115212,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115213,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115214,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115215,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115216,0,0,0,0,0,2,0,0,0,0,0,1
ENSMUSG00000115217,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115218,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115219,455,362,313,340,418,581,458,415,443,342,432,359
ENSMUSG00000115220,3,2,0,0,2,0,8,2,7,1,10,0
ENSMUSG00000115221,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115222,62,42,39,15,28,59,51,65,52,66,46,27
ENSMUSG00000115223,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115224,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115225,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115226,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115227,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115228,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115229,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115230,270,43,72,78,291,100,127,59,114,201,280,58
