symbol,SJ1,SJ10,SJ11,SJ12,SJ2,SJ3,SJ4,SJ5,SJ6,SJ7,SJ8,SJ9
CT573017.2,0,0,0,0,0,0,0,0,0,0,0,0
Epb41l3,51,118,173,195,119,206,181,195,180,230,137,191
2410021H03Rik,0,0,0,0,0,0,0,0,0,0,0,0
AC122487.2,0,0,0,0,0,0,0,0,0,0,0,0
AC122487.1,12,11,9,22,10,13,8,2,10,33,22,26
Zbtb14,535,387,440,380,457,388,475,343,309,690,654,430
A930029G22Rik,2,18,3,0,0,1,1,3,0,0,19,1
C030034I22Rik,46,28,70,55,32,66,118,35,31,43,50,28
Akain1,0,0,0,0,0,0,0,1,0,0,0,0
AC127693.1,0,0,0,0,0,0,0,0,0,0,0,0
AC127693.3,0,0,0,0,0,0,0,0,0,0,0,0
AC127693.2,0,0,0,0,0,4,0,0,0,0,0,0
Gm22967,0,0,0,0,0,0,0,0,0,0,0,0
AC165264.1,0,0,0,0,0,0,0,0,0,0,0,0
AC154721.1,0,0,0,0,0,0,0,0,0,0,0,0
AC154604.1,0,0,0,0,0,0,0,0,0,0,0,0
Dlgap1,0,0,0,0,0,0,3,0,0,0,17,6
5031415H12Rik,3,0,0,4,0,0,0,0,2,0,0,0
AC079441.1,4,0,1,3,7,0,13,0,0,3,0,0
Gm20703,5,19,8,14,26,11,20,8,14,12,8,17
Tgif1,1764,1987,2182,2388,1851,1900,2403,1813,1811,1789,2010,1950
Gm9320,0,0,1,2,0,0,18,3,2,3,19,2
Mir1195,0,0,0,0,0,0,0,0,0,0,0,0
Gm26510,56,67,52,47,73,54,61,75,22,61,50,101
Gm26561,7,4,7,0,0,0,0,5,1,0,9,4
CT009715.1,8,4,0,0,1,7,1,0,0,2,1,0
CT009715.2,0,0,0,0,0,0,0,0,0,0,0,0
Gm16519,0,0,0,0,0,0,0,0,0,0,1,0
AC154187.3,0,0,0,0,0,0,0,0,0,0,0,0
AC154187.1,16,7,13,10,15,10,32,11,6,12,13,13
Myl12b,4114,5084,6095,6735,4980,4523,5928,4618,4630,6039,3743,6836
AC154187.2,3973,3554,4684,4889,4347,4693,4770,4970,4924,3706,4912,3779
Myl12a,5709,4794,6480,6475,5822,5992,6620,6047,7209,4849,5415,5396
Myom1,12,8,21,32,18,15,9,14,3,12,18,36
AC154218.2,0,4,21,22,6,0,10,6,9,3,2,0
AC154218.1,0,0,0,0,0,0,0,0,0,0,0,0
Lpin2,2426,1816,2262,2400,2475,2373,2091,1801,2201,2710,3715,2044
Emilin2,19319,16665,20487,22078,18806,18383,19524,16157,17871,20460,22639,18958
AC126942.1,0,0,0,0,0,0,0,0,0,0,0,0
AC126942.2,0,0,0,0,0,2,2,0,0,0,0,0
Smchd1,2725,1164,1043,1142,3311,1603,1740,1359,1396,2283,2807,1284
Gm37639,6,0,0,6,5,3,0,1,3,0,0,0
Gm38220,0,0,0,9,17,32,14,0,0,15,0,0
AC107664.1,0,0,0,0,0,0,0,0,0,0,0,0
Gm4707,2,0,0,3,0,5,0,2,0,0,1,7
AC107664.2,0,0,0,0,0,0,0,0,0,0,0,0
Ndc80,1706,250,261,290,1615,288,362,270,267,1015,1187,269
Gm23115,0,0,0,0,0,0,0,0,0,0,0,0
Mettl4-ps1,0,0,0,0,2,0,0,0,0,0,0,0
Spdya,8,5,5,4,16,20,1,6,2,2,11,2
Trmt61b,189,176,149,179,232,220,179,202,221,166,115,188
CT010429.1,0,0,0,0,0,0,0,0,0,1,0,0
Wdr43,1617,1505,1482,1505,1485,1786,1919,1428,1806,969,1407,1492
Snord92,0,0,0,0,0,0,0,0,0,0,0,0
Snord53,0,0,0,0,0,0,0,0,0,0,0,0
Gm22858,0,0,0,0,0,0,0,0,0,0,0,0
Togaram2,1,10,7,12,0,10,6,2,9,0,0,6
Gm15641,0,0,0,0,0,0,0,0,0,0,0,0
Pcare,0,0,0,0,0,0,0,0,0,0,0,0
AC154569.1,0,0,0,0,0,0,0,0,0,0,0,0
Clip4,0,0,0,6,2,2,1,6,2,0,0,0
Alk,0,0,0,0,0,0,0,0,0,0,0,0
AC154458.1,0,0,0,0,0,0,0,0,0,0,0,0
AC122746.1,0,0,0,0,0,0,0,0,3,0,0,0
Gm24736,0,0,0,0,0,0,0,0,0,0,0,0
AC154659.1,0,0,0,0,0,0,0,0,0,0,0,0
Gm26963,0,0,0,0,0,0,0,0,0,0,0,0
Ypel5,2123,2334,2161,2101,1918,2280,2279,1768,1833,2225,2673,2700
Lbh,1059,738,811,793,862,710,733,570,722,920,1042,895
Gm23649,0,0,0,0,0,0,0,0,0,0,0,0
AC151266.1,0,0,0,0,0,0,0,0,0,0,0,0
Lclat1,585,404,542,506,493,614,483,442,593,427,693,486
Gm9311,0,0,0,0,0,1,0,1,0,2,0,0
Gm25406,0,0,0,0,0,0,0,0,0,0,0,0
AC112949.1,3,0,4,0,2,5,0,6,7,0,0,6
Capn13,0,0,0,0,0,0,0,0,0,0,0,0
AC107792.2,0,0,0,0,0,0,0,0,0,0,0,0
Galnt14,0,0,0,0,0,0,0,0,0,0,0,0
AC107792.1,0,0,0,0,0,0,0,0,0,0,0,0
AC107792.3,0,0,0,0,0,0,0,0,0,0,0,0
AC132911.1,0,0,0,0,0,0,0,0,0,0,0,0
AC132911.2,0,0,0,0,0,0,0,0,0,0,0,0
D630014O11Rik,0,0,0,0,0,0,0,0,0,0,0,0
Ehd3,0,0,3,6,0,14,8,0,4,6,3,0
AC159187.1,0,0,0,0,0,0,0,0,0,0,0,0
Xdh,7064,3468,2866,2881,6704,5427,5259,3000,3578,6596,9297,3907
CT025731.2,0,0,0,0,0,0,0,0,0,0,0,0
Gm24475,0,0,0,0,0,0,0,0,0,0,0,0
Srd5a2,0,0,1,0,0,0,1,1,1,0,0,0
CT025731.1,0,0,0,0,0,0,0,0,0,0,0,0
CT025731.4,0,0,0,0,1,0,0,0,0,0,0,0
CT025731.3,0,0,0,0,0,0,0,0,0,0,0,0
AC162923.1,0,0,0,0,0,0,0,0,0,0,0,0
CT010445.1,9,10,13,19,30,20,18,9,12,17,18,10
Memo1,1630,897,1307,1341,1620,1453,1234,1039,1281,1067,1548,1067
CT010445.2,0,0,0,0,0,0,2,0,0,0,0,0
Dpy30,806,502,500,551,862,611,587,504,544,667,883,558
AC169506.1,0,0,0,0,0,0,0,0,0,0,0,0
AC169506.3,0,0,1,0,0,0,0,0,0,0,0,0
AC169506.2,0,0,0,0,0,0,0,0,0,0,0,0
Spast,1272,756,886,888,1171,978,995,866,850,1275,1508,881
Slc30a6,542,489,566,660,424,476,461,415,626,536,386,614
Nlrc4,519,646,725,638,400,794,657,586,716,692,985,674
CT033749.1,0,0,0,2,1,3,0,2,9,0,0,2
Yipf4,1485,1842,1775,1945,1435,1728,1751,1341,1566,1478,1958,2165
Birc6,3232,2389,3352,3567,2520,3571,4082,2458,3366,4178,3081,3609
Gm26749,0,0,0,0,1,4,0,0,0,0,0,2
Ttc27,754,472,533,488,673,607,589,535,584,416,550,489
Ltbp1,85,104,112,12,96,66,97,3,51,29,68,52
Gm6276,0,0,0,0,0,0,0,0,0,0,0,0
Rasgrp3,184,23,27,28,199,10,25,1,3,176,187,35
Fam98a,800,672,885,734,890,1017,1006,708,774,644,853,965
Gm24126,0,0,0,0,0,0,0,0,0,0,0,0
Gm26124,0,0,0,0,0,0,0,0,0,0,0,0
Gm16391,0,0,0,0,0,0,0,0,0,0,0,0
Gm17538,0,0,0,0,0,0,0,0,0,0,0,0
Gm5229,0,0,0,0,0,0,0,0,0,0,0,0
Crim1,226,333,484,557,157,401,304,395,364,172,267,367
Gm25069,0,0,0,0,0,0,0,0,0,0,0,0
Fez2,1753,1540,1573,1851,1711,1638,2033,1434,1531,1865,2381,1926
AC151270.1,0,0,0,0,0,0,0,0,0,0,0,0
Gm10093,0,0,7,0,0,0,2,1,0,0,0,0
Vit,0,0,0,0,0,1,0,0,0,0,0,0
Gm22562,0,0,0,0,0,0,0,0,0,0,0,0
Strn,1546,884,1042,937,1263,1303,1154,933,1186,1263,1881,1166
AC151284.2,5,2,9,1,10,0,10,2,6,2,0,1
AC151284.1,8,0,6,3,2,1,0,8,4,1,0,5
Heatr5b,746,582,662,784,869,937,832,655,1026,673,940,751
Gpatch11,456,487,499,636,532,592,627,412,616,535,624,435
Gm6548,555,187,235,209,556,360,487,310,389,345,339,193
Eif2ak2,3086,934,1255,1310,3241,2214,2145,2026,2472,1808,2155,954
n-R5s29,0,0,0,0,0,0,0,0,0,0,0,0
Gm26637,63,30,26,47,87,51,56,36,104,62,98,28
Sult6b1,40,4,5,17,38,24,28,21,27,14,42,11
Cebpzos,317,303,272,284,287,250,320,218,240,337,349,347
Cebpz,950,876,777,804,703,834,1011,578,712,686,1480,952
Ndufaf7,479,561,457,557,483,579,615,283,499,455,512,577
Prkd3,1776,1059,964,1053,1727,1335,1264,941,1022,1586,1901,1054
Gm26957,0,0,0,0,0,0,0,0,0,0,0,0
Qpct,1308,962,1194,1238,1395,1256,1327,1223,1284,1031,938,985
AC151293.1,0,0,0,0,0,0,0,0,0,0,0,0
AC091332.1,0,0,0,0,0,0,0,0,0,0,0,0
Cdc42ep3,1109,418,517,547,1052,518,530,402,606,1405,1472,594
Gm17315,0,4,0,0,5,0,0,0,0,0,0,0
Rmdn2,161,53,100,44,213,76,169,75,140,127,180,115
Cyp1b1,87,91,178,201,90,119,161,164,173,73,168,104
Gm37555,0,0,0,0,0,0,0,0,0,0,0,0
Atl2,1060,590,617,554,1057,649,686,491,601,854,1117,659
Hnrnpll,2481,1895,1905,2048,2497,2220,2474,1732,2132,2722,3505,2076
Gm22215,0,0,0,0,0,0,0,0,0,0,0,0
Gm23125,0,0,0,0,0,0,0,0,0,0,0,0
Galm,499,250,339,343,493,369,316,352,371,605,598,300
Gm25706,0,0,0,0,0,0,0,0,0,0,0,0
Srsf7,2104,1286,1623,1919,2422,1896,2041,1590,1864,1711,1966,1533
Ttc39d,0,0,1,0,0,0,0,0,0,0,0,0
Gemin6,295,186,143,103,248,167,167,115,166,186,154,149
Dhx57,532,503,457,529,636,543,512,388,420,761,882,440
Morn2,46,41,25,37,47,28,23,16,16,73,92,31
Arhgef33,0,0,0,32,0,24,0,0,12,3,17,0
Gm10190,0,0,0,0,0,0,0,0,4,0,0,0
Sos1,676,1084,835,751,631,896,1009,673,726,632,895,1175
Cdkl4,5,4,1,6,1,7,10,2,9,0,0,6
Map4k3,1643,834,865,951,1691,996,1081,1011,1037,916,1205,939
Gm9959,0,0,0,0,0,0,0,0,0,0,0,0
C230072F16Rik,7,8,15,6,6,3,5,2,1,16,3,1
Gm9386,0,0,0,0,0,0,0,0,0,0,0,0
Tmem178,1,0,0,0,0,0,0,4,0,0,0,0
Thumpd2,96,73,123,116,134,96,137,112,85,96,81,98
Slc8a1,698,501,527,563,659,565,465,369,453,871,1063,446
Gm11096,0,0,0,0,0,0,0,0,0,0,0,0
Rpl31-ps25,0,0,0,0,0,0,0,0,0,0,0,0
Gm27359,0,0,0,0,0,0,0,0,0,0,0,0
Gm22386,0,0,0,0,0,0,0,0,0,0,0,0
Gm23400,0,0,0,0,0,0,0,0,0,0,0,0
Gm6594,0,0,0,0,0,0,0,0,0,0,0,0
Gm29052,0,0,0,0,0,0,0,0,0,0,0,0
Pkdcc,45,155,136,77,90,62,49,30,89,103,79,150
Gm24240,0,0,0,0,0,0,0,0,0,0,0,0
Rpl21-ps7,0,1,0,0,0,0,0,0,0,0,0,1
Eml4,968,766,737,818,759,949,933,670,768,779,966,795
Cox7a2l,4492,4554,3585,3846,4463,4295,4676,2795,3163,6595,7142,5663
Kcng3,0,0,0,1,0,0,0,1,0,0,0,0
Mta3,1173,1166,995,1086,1267,1113,1055,852,995,1001,1089,1261
Haao,125,25,6,45,114,23,21,1,18,124,218,17
C430042M11Rik,0,0,1,6,0,5,1,0,0,7,0,0
Gm23905,0,0,0,0,0,0,0,0,0,0,0,0
Gm37549,0,1,3,2,0,0,0,4,0,0,0,5
Zfp36l2,13552,4748,5223,5144,13513,5032,5039,4015,4570,12820,14193,5051
Thada,519,422,480,552,494,499,505,489,505,447,663,460
Gm24492,0,0,0,0,0,0,0,0,0,0,0,0
Gm24722,0,0,0,0,0,0,0,0,0,0,0,0
Plekhh2,176,35,26,27,216,66,46,23,20,118,142,41
Gm26066,0,0,0,0,0,0,0,0,0,0,0,0
Dync2li1,79,99,98,112,96,79,115,68,84,74,165,85
Abcg5,0,0,0,0,0,0,0,0,0,0,0,0
Abcg8,0,0,0,0,0,0,0,0,0,0,0,0
Lrpprc,1507,1793,1592,1830,1476,1955,1977,1355,1837,1515,2133,1806
1110020A21Rik,8,14,9,11,10,7,14,4,1,7,24,20
Ppm1b,1922,1756,1744,1767,1908,1959,1765,1379,1579,1997,2319,1990
Slc3a1,1,0,0,2,0,0,0,0,0,0,0,0
Prepl,479,504,468,394,437,540,513,428,573,593,542,536
Camkmt,64,51,77,71,72,59,73,67,54,82,167,77
Rpl31-ps16,0,0,0,0,0,1,0,1,1,0,0,0
Gm27178,0,0,0,0,0,0,0,0,0,0,0,0
Six3os1,0,0,0,0,0,0,0,0,0,0,0,0
Gm27435,0,0,0,0,0,0,0,0,0,0,0,0
Gm27801,0,0,0,0,0,0,0,0,0,0,0,0
Six3,0,0,0,0,1,0,0,0,0,0,0,0
Gm27610,0,0,0,0,0,0,0,0,0,0,0,0
Gm27283,0,0,0,0,0,0,0,0,0,0,0,0
Gm27275,0,0,0,0,0,0,0,0,0,0,0,0
Gm27502,0,0,0,0,0,0,0,0,0,0,0,0
Gm27427,0,0,0,0,0,0,0,0,0,0,0,0
Gm28528,0,0,0,0,0,0,0,0,0,0,0,0
Six2,0,0,0,0,0,0,0,0,0,0,0,0
Gm29418,0,0,0,0,0,0,0,0,0,0,0,0
Srbd1,605,232,274,368,535,361,380,232,259,400,496,290
Prkce,48,134,102,95,54,92,69,71,68,68,72,99
2010106C02Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm10309,0,0,0,1,0,2,0,0,0,0,0,0
Gm22235,0,0,0,0,0,0,0,0,0,0,0,0
Epas1,1948,167,172,188,1727,327,323,153,273,1132,1434,193
Gm29168,0,0,0,0,0,0,0,0,0,0,0,0
Tmem247,0,0,0,0,0,0,0,0,0,0,0,0
Atp6v1e2,2,1,2,1,0,0,4,11,0,0,0,6
Rhoq,1435,6839,5910,6382,1415,4506,4445,3758,4480,2330,3069,7240
Pigf,197,142,180,164,247,204,172,182,216,161,137,180
Cript,1184,1066,1188,1198,1219,1149,1082,907,1058,1153,1420,1342
Gm24648,0,0,0,0,0,0,0,0,0,0,0,0
Gm5499,0,0,0,0,1,0,0,0,0,0,0,0
Socs5,697,520,515,553,681,596,524,479,547,897,909,471
Gm22346,0,0,0,0,0,0,0,0,0,0,0,0
Mcfd2,1933,2362,3102,3448,1968,2877,2970,2572,3339,2250,1821,2416
4833418N02Rik,8,26,44,26,13,48,69,11,23,44,55,30
Ttc7,3292,1897,1855,2050,2780,2406,2302,1698,2085,3411,4207,2636
Gm15978,0,2,0,0,0,0,0,0,0,0,0,0
0610012D04Rik,0,0,0,0,0,0,2,0,0,0,0,3
Stpg4,0,0,0,0,0,0,0,0,0,0,0,0
Calm2,9504,7886,7976,8773,9907,7244,8141,6634,7452,8335,10226,8671
Gm26005,0,0,0,0,0,0,0,0,0,0,0,0
Gm28676,0,0,0,0,0,0,0,0,0,0,0,0
Epcam,3,0,0,1,4,0,2,0,1,5,0,0
Msh2,628,234,220,218,734,377,364,227,355,458,577,527
Kcnk12,258,59,50,83,198,48,28,35,29,71,36,104
Rpl36-ps4,0,0,0,0,0,0,0,0,0,0,0,0
Msh6,1265,561,685,696,1182,768,917,683,719,773,1016,599
Fbxo11,1535,1225,1281,1537,1459,1472,1378,1058,1294,1730,2334,1423
Gm4832,0,0,0,0,2,0,0,1,0,0,0,1
Gm26612,0,0,0,0,0,0,0,0,0,0,0,0
Gm22542,0,0,0,0,0,0,0,0,0,0,0,0
Gm23947,0,0,0,0,0,0,0,0,0,0,0,0
Foxn2,1669,1240,1414,1485,1356,1458,1372,1131,1388,1760,2062,1331
Ppp1r21,2464,2354,2461,2544,2204,2487,3245,1939,2906,2947,4351,2582
Gm38109,0,0,0,0,0,0,2,0,0,0,0,0
Ston1,34,110,212,28,32,41,32,82,36,77,143,126
Gtf2a1l,0,0,0,0,0,0,0,0,0,0,0,0
Lhcgr,0,0,0,0,0,0,0,0,0,0,0,0
Fshr,0,0,0,0,0,0,0,0,0,0,0,0
Gm10184,6824,3060,2951,3276,6859,3250,3922,2791,3162,5330,6218,3485
Nrxn1,0,0,0,2,0,0,0,0,2,0,0,0
Gm24510,0,0,0,0,0,0,0,0,0,0,0,0
Gm10493,0,0,0,0,0,0,0,0,0,0,0,0
Gm19815,1,0,0,0,1,1,1,0,0,1,0,0
Gm20491,0,0,0,0,0,0,0,0,0,0,0,0
4930480K15Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm47307,0,0,0,0,0,0,0,0,0,0,0,0
Gm10308,0,0,0,0,0,0,0,0,0,0,0,0
Gm27475,0,0,0,0,0,0,0,0,0,0,0,0
Gm6741,253,95,188,245,207,155,227,0,138,320,256,209
Gm15404,0,0,0,0,0,0,0,0,0,0,0,0
Gm15403,0,0,0,0,0,0,0,0,0,0,0,0
Gm24244,0,0,0,0,0,0,0,0,0,0,0,0
Gm44345,0,0,0,0,0,0,0,0,0,0,0,0
Gm27039,0,0,0,0,0,0,0,0,0,0,0,0
Adcyap1,0,0,0,0,0,0,0,0,0,0,0,0
Gm25935,0,0,0,0,0,0,0,0,0,0,0,0
Gm22593,0,0,0,0,0,0,0,0,0,0,0,0
Mettl4,112,85,115,132,159,141,166,128,142,143,121,131
2700099C18Rik,218,25,49,47,249,68,66,37,77,152,182,29
Gm27038,0,0,0,0,0,0,0,0,0,0,0,0
Gm1976,95,37,48,27,100,32,28,26,61,56,64,22
Gm23964,0,0,0,0,0,0,0,0,0,0,0,0
Gm26734,3,0,2,6,0,2,0,0,3,0,8,1
Gm23102,0,0,0,0,0,0,0,0,0,0,0,0
Gm20939,53,36,32,49,44,32,45,25,31,57,45,34
Gm29277,0,0,0,0,0,0,0,0,0,0,0,1
Gm29089,0,0,0,0,0,0,0,0,0,0,0,1
Gm2098,0,0,0,0,0,0,0,0,0,0,0,0
Zfy1,0,0,0,0,0,0,0,0,0,0,0,0
Uba1y,2,0,2,0,4,1,1,1,0,1,1,3
Gm28588,0,0,0,0,0,0,0,0,0,0,0,0
Gm28587,0,0,0,0,0,0,0,0,0,6,0,0
Rhoay-ps3,0,0,0,0,0,0,0,0,0,0,0,0
Kdm5d,657,495,500,491,676,663,537,445,405,895,856,450
n-R5s1,0,0,0,0,0,0,0,0,0,0,0,0
Gm47281,0,0,0,0,0,0,0,0,0,0,0,0
Eif2s3y,1790,1511,1689,1892,1792,2019,2076,1493,1574,2087,2357,1900
Gm29650,5,9,18,24,11,8,40,11,3,4,10,20
Tspy-ps,0,0,0,0,0,0,0,0,0,0,0,0
Uty,609,550,493,537,589,660,487,410,499,680,682,712
Ddx3y,2179,1263,1700,1784,2229,1886,2001,1422,1629,2466,3736,1563
Gm4017,4,0,0,0,0,1,0,1,0,1,0,0
Gm18665,0,0,0,0,0,2,0,0,0,0,0,0
Usp9y,0,0,2,0,2,0,2,0,0,0,0,0
Gm25565,0,0,0,0,0,0,0,0,0,0,0,0
Gm17790,0,0,0,0,0,0,0,0,0,0,0,0
Gm29167,0,0,0,0,0,0,0,0,0,0,0,0
Gm8446,0,0,0,0,0,0,0,0,0,0,0,0
Gm28534,0,0,0,0,0,0,0,0,0,0,0,0
Gm28975,0,0,0,0,0,0,0,0,0,0,0,0
Gm28974,0,0,0,0,0,0,0,0,0,0,0,0
Gm18797,0,0,0,0,0,0,0,0,0,0,0,0
Rhoay-ps1,0,0,0,0,0,0,0,0,0,0,0,0
Zfy2,0,0,0,0,0,0,0,0,0,0,0,0
Uba1y-ps2,0,0,0,0,0,0,0,0,0,0,0,0
Gm18796,0,0,0,0,0,0,0,0,0,0,0,0
Gm29552,0,0,0,0,0,0,0,0,0,0,0,0
Gm29550,0,0,0,0,0,0,0,0,0,0,0,0
Gm29551,0,0,0,0,0,0,0,0,0,0,0,0
Gm8480,0,0,0,0,0,0,0,0,0,0,0,0
Gm29553,0,0,0,0,0,0,0,0,0,0,0,0
Gm22119,0,0,0,0,0,0,0,0,0,0,0,0
Gm28630,0,0,0,0,0,0,0,0,0,0,0,0
Gm28629,0,0,0,0,0,0,0,0,0,0,0,0
H2al2c,0,0,0,0,0,0,0,0,0,0,0,0
Uba1y-ps1,0,0,0,0,0,0,0,0,0,0,0,0
Sry,0,0,0,0,0,0,0,0,0,0,0,0
Gm18798,0,0,0,0,0,0,0,0,0,0,0,0
H2al2b,0,0,0,0,0,0,0,0,0,0,0,0
Gm28628,0,0,0,0,0,0,0,0,0,0,0,0
Gm4064,0,0,0,0,0,0,0,0,0,0,0,0
Gm6137,0,0,0,0,0,0,0,0,0,0,0,0
Gm8498,0,0,0,0,0,0,0,0,0,0,0,0
Rbmy,0,0,0,0,0,0,0,0,0,0,0,0
Gm10256,0,0,0,0,0,0,0,0,0,0,0,0
Gm8502,0,0,0,0,0,0,0,0,0,0,0,0
Gm8506,0,0,0,0,0,0,0,0,0,0,0,0
Gm10352,0,0,0,0,0,0,0,0,0,0,0,0
Gm8510,0,0,0,0,0,0,0,0,0,0,0,0
Gm29289,0,0,0,0,0,0,0,0,0,0,0,0
Gm21677,0,0,0,0,0,0,0,0,0,0,0,0
Gm29288,0,0,0,0,0,0,0,0,0,0,0,0
Gm21693,0,0,0,0,0,0,0,0,0,0,0,0
Gm21139,0,0,0,0,0,0,0,0,0,0,0,0
Gm21704,0,0,0,0,0,0,0,0,0,0,0,0
Gm21147,0,0,0,0,0,0,0,0,0,0,0,0
Gm21708,0,0,0,0,0,0,0,0,0,0,0,0
Gm21156,0,0,0,0,0,0,0,0,0,0,0,0
Rhoay-ps2,0,0,0,0,0,0,0,0,0,0,0,0
Gm2316,0,0,0,0,0,0,0,0,0,0,0,0
Gm3376,0,0,0,0,0,0,0,0,0,0,0,0
Gm2325,0,0,0,0,0,0,0,0,0,0,0,0
Gm28649,0,0,0,0,0,0,0,0,0,0,0,0
Gm8521,0,0,0,0,0,0,0,0,0,0,0,0
Gm18177,0,0,0,0,0,0,0,0,0,0,0,0
Gm28429,0,0,0,0,0,0,0,0,0,0,0,0
Gm28413,0,0,0,0,0,0,0,0,0,0,0,0
Gm28412,0,0,0,0,0,0,0,0,0,0,0,0
Gm8525,0,0,0,0,0,0,0,0,0,0,0,0
Gm28414,0,0,0,0,0,0,0,0,0,0,0,0
Gm28648,0,0,0,0,0,0,0,0,0,0,0,0
Gm28647,0,0,0,0,0,0,0,0,0,0,0,0
Gm29435,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r-ps139,0,0,0,0,0,0,0,0,0,0,0,0
Gm29038,0,0,0,0,0,0,0,0,0,0,0,0
Gm28191,0,0,0,0,0,0,0,0,0,0,0,0
Gm28186,0,0,0,0,0,0,0,0,0,0,0,0
Gm21064,0,0,0,0,0,0,0,0,0,0,0,2
Gm28241,0,0,0,0,0,0,0,0,0,0,0,0
Gm28242,0,0,0,0,0,0,0,0,0,0,0,0
Gm37222,0,0,5,0,0,1,0,0,0,1,0,3
Gm28356,0,0,0,0,0,0,0,0,0,0,0,4
Gm28357,0,0,0,0,0,0,0,0,0,0,0,0
Gm29352,0,0,0,0,0,0,0,0,0,0,0,0
Gm29351,0,0,0,0,0,0,0,0,0,0,0,0
Gm29350,0,0,0,0,0,0,0,0,0,0,0,0
Gm29349,0,0,0,0,0,0,0,0,0,0,0,0
Gm29355,0,0,0,0,0,0,0,0,0,0,0,0
Gm20918,0,0,0,0,0,0,0,0,0,0,0,0
Gm29354,0,0,0,0,0,0,0,0,0,0,0,0
Gm29353,0,0,0,0,0,0,0,0,0,0,0,0
Gm21820,0,0,0,0,0,0,0,0,0,0,0,0
Gm29357,0,0,0,0,0,0,0,0,0,0,0,0
Gm29356,0,0,0,0,0,0,0,0,0,0,0,0
Gm29161,0,0,0,0,0,0,0,0,0,0,0,0
Gm28767,0,0,0,0,0,0,0,0,0,0,0,0
Gm29160,0,0,0,0,0,0,0,0,0,0,0,0
Gm20915,0,0,0,0,0,0,0,0,0,0,0,0
Gm28766,0,0,0,0,0,0,0,0,0,0,0,1
Gm29159,0,0,0,0,0,0,0,0,0,0,0,0
Gm27663,0,0,0,0,0,0,0,0,0,0,0,0
Gm29158,0,0,0,0,0,0,0,0,0,0,0,0
Gm21854,0,0,0,0,0,2,0,0,0,0,0,0
Gm28768,0,0,0,0,0,0,0,0,0,0,0,0
Gm28769,0,0,0,0,0,0,0,0,0,0,0,0
Gm20914,0,0,0,1,0,0,0,0,0,0,0,0
Gm28171,0,0,0,0,0,0,0,0,0,0,0,0
Gm28173,0,0,0,0,0,0,0,0,0,0,0,0
Gm37236,0,3,0,0,0,0,0,5,0,0,6,0
Gm29194,0,0,0,0,0,0,0,0,0,0,0,0
Gm21778,0,0,0,0,0,0,0,0,0,0,0,5
Gm29195,0,0,0,0,0,0,0,0,0,0,0,0
Gm29196,0,0,0,0,0,0,0,0,0,0,0,0
Gm28435,0,0,0,0,0,0,0,0,0,0,0,0
Gm28436,0,0,0,0,0,0,0,0,0,0,0,0
Gm29197,0,0,0,0,0,0,0,0,0,0,0,0
Gm29198,0,0,0,0,0,0,0,0,0,0,0,0
Gm29193,0,0,0,0,1,0,0,2,0,0,0,0
Gm28430,0,0,0,0,0,0,0,0,0,0,0,0
Gm21746,0,0,0,0,0,0,0,0,0,0,0,0
Gm28593,0,0,0,0,0,0,0,0,0,0,0,1
Gm20873,0,0,0,0,0,0,0,0,0,0,0,0
Gm28916,0,0,0,0,0,0,0,0,0,0,0,0
Gm28915,0,0,0,0,0,0,0,0,0,0,0,0
Gm28918,0,0,0,0,0,0,0,0,0,0,0,0
Gm28917,0,0,0,0,0,0,0,0,0,0,0,0
Gm28919,0,0,0,0,0,0,0,0,0,0,0,0
Gm21719,0,0,0,0,0,0,0,0,0,0,0,0
Gm28921,0,0,0,0,0,0,0,0,0,0,0,0
Gm28920,0,0,0,0,0,0,0,0,0,0,0,0
Gm28444,0,0,0,0,0,0,0,0,0,0,0,0
Gm28443,0,0,0,0,0,0,0,0,0,0,0,0
Gm20830,0,0,0,0,0,0,0,0,0,0,0,0
Gm28442,0,0,0,0,0,0,0,0,0,0,0,0
Gm28445,0,0,0,0,0,0,0,0,0,0,0,0
Gm20788,0,0,0,0,0,0,0,0,0,0,0,0
Gm28999,0,0,0,0,0,0,0,0,0,0,0,0
Gm21244,0,0,0,31,31,23,13,0,0,0,97,0
Gm28997,0,0,0,0,0,0,0,0,0,0,0,0
Gm28998,0,0,0,0,0,0,0,0,0,0,0,0
Gm28398,0,0,0,0,0,0,0,0,0,0,0,0
Gm28397,0,0,0,0,0,0,0,0,0,0,0,0
Gm28400,0,0,0,0,0,0,0,0,0,0,0,0
Gm28399,0,0,0,0,0,0,0,0,0,0,0,0
Gm28395,0,0,0,0,0,0,0,0,0,0,0,0
Gm21788,0,0,0,0,0,0,0,0,0,0,0,0
Gm28394,0,0,0,0,0,0,0,0,0,0,0,0
Gm28396,0,0,0,0,0,0,0,0,0,0,0,0
Gm28393,0,0,0,0,0,0,0,0,0,0,0,0
Gm20826,96,84,84,58,43,66,54,65,48,92,115,91
Vmn2r-ps149,0,0,0,0,0,0,0,0,0,0,0,0
Gm28576,0,0,0,0,0,0,0,0,0,0,0,0
Gm28575,0,0,0,0,0,0,0,0,0,0,0,0
Gm28574,0,0,0,0,0,0,0,0,0,0,0,0
